recipe_id,title,ingredients,reference,prediction,method
83,Mock Reuben Sandwiches,bread slices Underwood deviled ham Swiss cheese sauerkraut Thousand Island dressing,Spread ham thick on bread. Layer Swiss cheese and sauerkraut. Top with Thousand Island dressing. Spread outside of bread with butter and grill as you would grilled cheese.,"In a medium bowl mix bread, ham, Swiss cheese, sauolk and the mustard. Spread out half of cheese and half of sauek. Cut between 2 skewers. Roll each bread slice and tie loosely. Bake at 450° for about 20 minutes.",finetuned_top_k
84,Vampire Kiss Martini,"1 part vodka, chilled 1 part Champagne 1 part Chambord Garnish with wax teeth/candy corn/blood orange slice","Pour vodka in a martini glass, top with Champagne and pour a little of the Chambord over the back of a spoon to make it float.","Wash marinias, remove from marinade and rinse marinating maroons with cold water. Drain marinara. Melt vodka, Champagne, corn/ blood orange and chambord and whisk. Serve as garnish by slicing the cake into bite-sized bits.",finetuned_top_k
85,Coconut-Buttermilk Pie,1 1/4 c. sugar 3 eggs 1/4 stick butter or margarine 1/2 tsp. vanilla 1 c. coconut 1 unbaked 9-inch pie shell,Mix all ingredients and pour into pie shell. Bake at 350° until done.,"In a small bowl, mix all ingredients together. Bake in a 375° oven about 10 minutes. Can be served chilled.",finetuned_top_k
86,sugar paste,3 cup sugar 1/2 cup starch 1/2 cup corn syrup 2 tbsp water 1 food colour,add all ingredients together to form a paste sprinkke the table and everything the paste touches with starch so it doesn't stick colour it and perform with it any shape you want. use it to decorate cakes,Put the sugars in a saucepan. Cook over low heat for 30 mins. Then add 1/3 cup water to the saucepan and bring to a rapid simmer. Cook on low for 5 mins. Remove from heat and add fruit and the remaining sugars. Reduce the heat and simmer for about 10 mins. Stir in the food colour. The mixture will be light and fluffy. Bring to a quick boil then lower heat and keep hot for 2 mins. Serve with crackers.,finetuned_top_k
87,Blueberry Muffins,1/2 c. butter 1 c. sugar 2 eggs 2 c. flour 1/2 tsp. salt 2 tsp. baking powder 1/2 c. milk 2 c. blueberries,"Cream butter and sugar. Beat in eggs, one at a time. Add sifted dry ingredients alternately with milk. Stir in berries. Grease muffin tins and surface of pan. Pile mixture high in cups. Bake 30 minutes at 375°. Yield: 12 muffins.","Melt butter and sugar. Beat eggs and add melted butter. Beat in flour, salt and baking powder. Add milk and cook until thick. Add blueberry mixture. Cook until smooth and creamy.",finetuned_top_k
88,Oysters Oceania,"12 oysters, on the shell, loosened 6 slices prosciutto, halved lengthways 6 teaspoons Worcestershire sauce 3 tablespoons greshly grated parmesan cheese 1 tomatoes, peeled and de-seeded, diced fine 1 lemon fresh snipped chives (to garnish)","Remove oyster from shell, wrap in a half slice of prosciutto; return to shell. Top each oyster with half a teaspoon of Worcestershire sauce and a teaspoon of Parmesan. Place under the griller (broiler) and cook for 2-3 minutes or until cheese has browned a little and prosciutto and oyster just heated through. Remove from the griller (broiler) and top the hot oysters with a teaspoon of diced tomato, a squeeze of lemon juice and a sprinkling of snipped chives. SERVE AT ONCE (that's an instruction for Peter J who says many of JanRoundOz's recipes finish that way ;-).","In a microwave safe glass, combine oysters and prosciuts. Microwave until lightly browned on high heat, 10 minutes. (You may need to add more water if needed.) Microwaves about 1 30 seconds longer. While oysters are stirring, combine the prosciucitre with the Worcesterhire sauce, cheese, tomatoes, lemon and chives. Micoliter over medium heat, stirring every 5 minutes until melted (about 8 minutes). Remove from heat and stir for 1 minute. Serve immediately or refrigerate at room temperature until served.",finetuned_top_k
89,Quail Roasted In Vine Leaves,"12 large vine leaves 12 quail, about 1/4 pound each Salt to taste if desired Freshly ground pepper to taste 12 thin slices salt fatback, each measuring 2 1/2 by 4 inches 6 tablespoons butter 2 tablespoons Cognac","Preheat oven to 450 degrees. If vine leaves have been packed in brine, drain. Add to basin of salt water, rinse, pat dry. Sprinkle quail inside and out with salt and pepper. Truss and cover each with vine leaf. Cover with rectangle of fatback. Tie with string. Using 4 tablespoons of butter, grease 2 skillets and arrange half of quail, breast side up, in each. Quail should not be too close. Bake in oven 10 minutes. Turn on sides and bake about 3 minutes. Turn to other side and bake 3 to 5 minutes. Transfer quail to other skillet and pour fat from empty one. Add 1/2 of Cognac and stir to dissolve particles. Add 1/2 of broth and cook 5 minutes. Transfer quail to skillet containing broth. Pour fat from second skillet. Repeat with remaining Cognac and broth. Pour sauce on quail. Remove string and fatback, or broil until fatback is crisp. Heat remaining 2 tablespoons of butter in skillet and when it is hazelnut brown pour it over quail. Serve hot with wild rice or on toast.","Preheat oven to 425°. Cut vine leaves in small log sizes (about 1 1/8 x 1 1 1 to 2 inches). Squeeze the stems off of quail. Remove quail from stem; reserve moisture. Add salt, pepper, butter, and cognac; mix well. Season to taste with salt fat, if desired. Put remaining 1/3 cup quail leaves in a shallow baking dish and cover with foil (see Note). Bake at 425° for 1 hour 30 minutes or until quail flakes easily with a fork. Drain and serve immediately.",finetuned_top_k
90,Easy Danish,"1 1/2 cups butter, softened 2 cups flour water 2 1/2 teaspoons almond extract 3 eggs 3 cups powdered sugar 1 1/2 teaspoons vanilla extract walnuts, chopped or almonds, sliced","1st Part: Cut 1/2 cup butter into 1 cup flour. Sprinkle water over mixture and mix until it's moist enough to round into a ball. Divide in half. On ungreased baking sheet, pat each half into a strip that is roughly 12x3 inches, with strips about 3"" apart. 2nd Part: Heat 1/2 cup butter and 1 cup water to a rolling boil. Turn heat to lowest setting and quickly stir in 1 t. almond extract and 1 cup flour. Stir vigorously over low heat until mixture forms a ball, about 1 minute. Remove from heat. Beat in eggs, all at once, until smooth and glossy. Divide in half. Spread evenly over strips. Bake 60 minutes or until topping is crisp and brown. Frost with Sugar Glaze (see below) and sprinkle with nuts. Sugar Glaze: Mix 3 cups powdered sugar, 4 T. butter, 1.5 t. vanilla, 1.5 t. almond extract, and 2-4 T. warm water until smooth and of spreading consistency. If you are topping with walnuts instead of almonds, use less almond extract or none at all and just use vanilla extract. Recipe can be made into individual puffs by patting dough into 3"" circles, using a rounded tsp for each puff. Spread rounded tablespoon of batter (2nd part) over each circle, extending it just beyond the edge of the circle. Bake 30 minutes and frost.","Heat oven to 300. Butter about medium sized pans. Add flour, water, almond extract, and eggs. Mix well. Add powdered sugar and vanilla. Mix but for mixing. Pour into 9 x 13 baking dish. In mixing bowl, stir together walnuts. Pour walnuts mixture over crust. Top with almonds. Bake at 300 degrees for 45 to 50 minutes. Serve with ice cream if desired.",finetuned_top_k
91,Easy Philly Cheesesteaks Recipe,"1 (12-ounce) boneless rib-eye steak, chilled in the freezer for 45 minutes 2 tablespoons vegetable oil 1 medium bell pepper, cored, seeded, and thinly sliced (optional) 1/2 medium yellow onion, thinly sliced Kosher salt Freshly ground black pepper 8 ounces white button mushrooms, stems trimmed and thinly sliced (optional) 4 ounces provolone cheese, thinly sliced 2 hoagie rolls, split horizontally and toasted","Trim off any excess fat from the steak and cut it against the grain into very thin slices; set aside. Heat the oil in a large frying pan over medium-high heat until shimmering. Add the bell pepper, if using, and the onion. Season with salt and pepper and cook, stirring occasionally, until softened and starting to brown, about 5 minutes. If youre using the mushrooms, push the peppers and onions to one side, add the mushrooms to the pan, and cook, stirring rarely, until browned, about 7 to 10 minutes. Stir to combine with the peppers and onions. Push all of the vegetables to one side of the pan, add the sliced steak in a single layer, and season with salt and pepper. Cook, stirring occasionally, until the meat is no longer pink, about 3 minutes. Reduce the heat to low. Divide the steak into 2 piles roughly the size of the hoagie rolls. Place half of the vegetables on top of each steak portion. Lay half of the cheese over each portion of steak and vegetables. Cover the pan with a tightfitting lid and let cook undisturbed until the cheese has melted, about 3 to 4 minutes. Using a flat spatula, scoop each pile into a roll and serve immediately.","Combine all ingredients in a large bowl. Sprinkle cheese on top. Bake at 425° for 30 minutes, or until bubbly. Serve immediately.",finetuned_top_k
92,Refrigerator Pickles,2 qt. dill pickles (store bought) 2 1/3 c. cider vinegar 4 cloves garlic (optional) 2 Tbsp. whole allspice 1 Tbsp. whole black pepper 4 c. white sugar 1 c. light brown sugar,"Drain pickles. Make syrup of vinegar, spices and sugars. Bring to a boil and simmer about 5 minutes. Add pickles and allow to come to a boil. Let stand 24 hours before putting in jars. Keep in refrigerator.","Mix together with cucumbers, vinegar and garlic; chill.",finetuned_top_k
93,Rye Bread Bowl,1 pt. sour cream 1 pt. Hellmann's mayonnaise 2 tsp. dill weed 2 tsp. Bon Appetit or celery salt 2 Tbsp. dried minced onions 2 Tbsp. dried parsley 1 (12 oz.) can corned beef 2 loaves round unsliced rye bread,Mix all ingredients together except the corned beef. Break up corned beef very small and add to mixture.,Mix together sour cream and 1 tsp. mayonna mix well. Make sure all dry ingredients are well seasoned. Mix all dry together. Add mustard and onion to sour cream mixture. Mix onion and mayonna with 3 Tbs. chopped fresh bread. Cover with a cover of rye bread. Bake at 350° for 45 minutes.,finetuned_top_k
94,Chicken And Apple Burgers,"1 lb skinless chicken breast fillets, roughly chopped 1 tbsp Dijon mustard 2 tsp honey 1 None apple, peeled, chopped None None all-purpose flour, to coat 2 tbsp olive oil 4 None burger buns, halved, toasted None None shredded carrots, radicchio, endive, mayonnaise and French fries, to serve","In a food processor, combine chicken, mustard and honey. Season. Puree until almost smooth. Transfer to a mixing bowl and add chopped apple. Shape into 4 burgers. Lightly coat burgers in flour. Saute in oil for 6-7 mins per side, until golden and cooked through. Sandwich burgers in toasted buns with vegetables and mayonnaise. Serve with French fries.","Combine chicken, mustard, honey and apple in food processor over low-powered heat until smooth. Add all of the dough ingredients and process until combined. Use a meat thermometer to measure 1/2 teaspoon of the dryness of the meat mixture. Transfer to a large baking dish coated with cooking spray. Bake uncovered at 350 for 30-35 min or until done. (Or you can add more oil in batches and bake for 5-10 min.). Remove meat from pan and reduce heat. Serve.",finetuned_top_k
95,Apple Dumplings,"1 c. sugar 1 c. water 1/2 tsp. cinnamon 2 drops of red food coloring 2 Tbsp. butter 2 c. flour 2 tsp. baking powder 1/2 tsp. salt 2/3 c. shortening 1/2 c. milk 6 apples, pared and cored","Heat the first 4 ingredients to boiling point; add butter. Sift flour, baking powder and salt together. Cut in shortening; add milk all at once. Stir until flour is moistened. Roll 1/4-inch thick; cut in 6-inch squares. Place an apple on each square; season with sugar, cinnamon and butter. Moisten the edges; fold corners to middle and pinch together. Place dumplings 1 inch apart in baking dish. Pour syrup over them and bake about 35 minutes at 375°. Place cinnamon candy or cube of red jelly on top of each one. Serve with milk or cream.","Mix together sugar and water and stir in cinnamon. Let stand at room temperature in medium saucepan until sugar syrup is dissolved, about 15 minutes.",finetuned_top_k
96,Broccoli Casserole,"2 pkg. chopped broccoli 1 can cream of mushroom soup 1 c. shredded Cheddar cheese 2 eggs, beaten pinch of salt 1 c. mayonnaise 1 sleeve Ritz crackers",Cook and drain broccoli (not completely). Mix next 6 ingredients together. Lay broccoli in bottom of a 9 x 13-inch pan and pour mixture over broccoli. Cover top with crumbled crackers and bake at 350° for 45 minutes.,Cover baking dish with cracked cheese. Spoon 1/4 cup broccoli mixture onto top. Arrange cracker crumbs in serving bowl. Cover with cracked broccoli mixture. Bake in 350° oven for about 40 minutes or until tender. Makes 4 servings.,finetuned_top_k
97,Chocolate Sauce,1/2 cup butter or 1/2 cup margarine 4 ounces unsweetened chocolate 3 cups sugar 1/2 teaspoon salt 1 (13 ounce) can evaporated milk,"Melt butter and chocolate in top of double boiler; stir in remaining ingredients. Cook, stirring constantly, until sugar is dissolved and sauce is smooth. Serve warm or cold over ice cream.","Melt butter in heavy skillet. Add chocolate, sugar, salt and milk. Cook over medium heat until blended. Pour into bottom of pan and cook until hot all of 8 to 9 minutes, stirring frequently. Repeat this process for all mixture.",finetuned_top_k
98,Christmas Smell,lime orange lemon 6 cloves 1 large cinnamon stick 1 tsp. nutmeg,"Cut all ingredients up fine; add 2 cups of water and let simmer in a coffeepot or saucepan. When water evaporates, add more.","Mix ingredients. Mix nuts, cinnamon stick and nutmeg into mix. Stir until well incorporated. Divide mixture in half. Spoon into greased foil and chill until ready to use.",finetuned_top_k
99,Spanish Tarragon Chicken,"1 tablespoon olive oil 1 kg chicken 225 g sliced ham 2 sliced onions 2 stalks celery, diced 3 carrots, diced 1 1/2 cups chicken stock 1 tablespoon chopped fresh tarragon 2 tablespoons butter 2 tablespoons all-purpose flour","Rub oil all over the chicken. Place into a casserole dish. Place uncovered into a preheated (180 degrees c) oven. Bake for 30 minutes. Add the ham, onion, celery, carrots, stock and tarragon. Cover and continue to bake for 1 hour. Remove from oven, strain the broth (keep broth) and carve chicken. Return the chicken to the casserole dish and reserve warm with the vegetables. Heat the butter in a saucepan; stir in the flour and pour in 2 cups of the strained broth. Simmer until sauce thickens; pour over chicken and vegetables. Serve in the casserole dish.","Grease, oil and brown chicken in a large frying pan. In a separate pan, combine chicken stock and tarrabdle in several batches. Combine mustard, flour and eggs with reserved chicken stock. Using a slotted spoon, add pan juices. Add chicken stock mixture to pan juices and bring to a boil. Reduce heat to medium-low and simmer until chicken mixture thickens, 4 to 5 hours, or until reduced by half.",finetuned_top_k
100,15 Minute Super Sundae Pie,2 pt. softened vanilla ice cream ready made graham cracker crust 1 jar strawberry topping chocolate syrup whipped cream maraschino cherries,"Spoon ice cream into crust. Place in freezer with plastic lid inverted on top of ice cream. Remove from freezer when hard. Spoon jar of strawberry topping onto pie. Cut and place on plate. Garnish with chocolate syrup, whipped cream and cherry.","Pour vanilla into large saucepan and stir until melted. Add strawberries. Pour into pie shell. Pour the custard mixture into a glass or metal spoon, seal and toss with chocolate syrup. Cover and refrigerate 3 hours until set.",finetuned_top_k
101,Sausage Balls,1 pkg. sausage 1/2 c. biscuit mix 1 c. shredded Colby cheese 1/2 c. beer,Heat oven to 375°. Mix all ingredients in a bowl. Form into one-inch balls. Place on an ungreased cookie sheet. Bake at 375° for 20 minutes or until brown and sausage is well done. Serve warm.,"Mix sausage, biscuits and colby. Chill. Refrigerate before using.",finetuned_top_k
102,Pecan Sandies,1 c. margarine 2 tsp. water 2 c. sifted flour 1/3 c. sugar 2 tsp. vanilla 1 c. chopped pecans,Cream together margarine and sugar. Add vanilla and water. Mix well. Blend flour and nuts in liquid mixture. Chill for 4 hours. Shape into fingers. Bake on ungreased cookie sheet at 325° for 20 minutes. Remove from pan and cool slightly. Roll in confectioners sugar.,"Combine margarine and water in bowl. Beat over medium heat until blended. Add flour, sugar and vanilla. Cook over medium-high heat 4 to 5 minutes or until mixture resembles coarse meal. Turn off heat. Spoon mixture into a 9 x 13-inch pie plate or with baking paper. Bake at 375° for 1 hour.",finetuned_top_k
103,Pistachio Pudding Cake,1 pkg. pistachio instant pudding and pie filling 1 pkg. yellow cake mix 4 eggs 1/4 c. oil 1/2 tsp. almond extract 1 1/4 c. water 7 drops green food coloring,"Combine all ingredients in large mixer bowl. Blend, then beat at medium speed of electric mixer for 2 minutes. Pour into greased and floured 10-inch tube or Bundt pan. Bake at 350° for 50 to 55 minutes or until cake springs back when lightly pressed. Cool in pan for 15 minutes. Remove from pan; finish cooling on rack. (Good for St. Patrick's Day.)",Spread pudding mixture and mix in electric blender. Refrigerate at least 15 minutes to soften. Add ice; mix well. Spread in cookie sheets. Bake at 350° for 25 to 30 minutes.,finetuned_top_k
104,Crispy Saffron Rice (Tahdig),"1-1/2 cup Basmati Rice 3 quarts Water, Plus Salted Water For Soaking Rice 4 whole Threads Saffron, Divided 2 Tablespoons Salted Butter, Divided","1. Soak rice in salted water for 1 hour. 2. Bring the 3 quarts of water to boil in a large pot. Add rice and cook for 10 minutes. 3. Meanwhile, grind 2 threads of saffron and melt 1 tablespoon of butter. Combine the two and whisk until the butter takes on a rich orange hue. 4. Drain rice well. 5. Coat the bottom of the pot with the butter-saffron mixture, making sure to coat 1 inch up along the side of the pot. 6. Return rice to pot, forming a pyramid shape where the rice only touches at the bottom of the pot. 7. Cover the pot with a tight fitting lid and a few paper towels between the pot and lid (so the heat can't escape). 8. Cook on medium-low for 20 minutes. 9. Remove lid and scoop out rice into a bowl (leaving the crust untouched). Allow the crispy rice to cook until it is firm but not hard. 10. Meanwhile, melt the remaining butter and ground saffron, creating the same mixture you made in step earlier. Add in 1 cup of cooked rice and stir well until the rice takes on the deep yellow coloring of the saffron. 11. Top your white basmati rice with the yellow saffron rice. 12. When the crispy rice is ready, dip the bottom of the pot into cold water (in your sink will do). This will allow the crispy crust to separate from the pot quickly. 13. Tip the pot over into a large dish. Serve with or without your fluffy rice.","Heat the rice in 3 or 4 saucepan and cover, let simmer, for 35 minutes. Drain on paper towels. Add enough water to cover rice to prevent dripping. Add half of the dry rice and stir to combine. Stir in 2 quarts water. Stir half of water into rice mixture then allow stir to keep liquid. Sprinkle salt on both sides of the rice. Top with half of half rest and the remaining 1/2 quarts rice. Bake in 450 degree oven for 35 to 40 minutes, turning occasionally. I like to serve a few more glasses of this with the rice but with an added teaspoon or two or three small drops from the top of the pan so it is not overly warm.",finetuned_top_k
105,Homemade Macaroni And Cheese,1 lb. pkg. macaroni noodles 1 lb. chopped hoop cheese 2 Tbsp. butter,Cook macaroni until tender. Season to taste. Drain off liquid. Add butter and chopped hoop cheese. Mix and cover until cheese is melted. Serve.,Mix noodles with butter. Cook at 350° until macaronies are set. Drain noodles. Melt butter in skillet. Cook over medium heat to soft-boil. Boil 2 minutes. Stir in noodles.,finetuned_top_k
106,No Salt Seasoning (Low Salt),5 tsp. onion powder 1 Tbsp. garlic powder 1 Tbsp. paprika 1 Tbsp. dry mustard 1 tsp. dried thyme 1/2 tsp. pepper 1/2 tsp. celery seed,"Combine all ingredients in a small jar with a shaker top. Use for seasoning broiled fish, poultry, cooked vegetables, soups or stews. Or, place it on the table to be used individually.","Saute onion powder and garlic in a saucepan over medium heat until a deep bubbling starts, stirring constantly. Remove from heat; add paprika, thyme, 1/3 of its ingredients, celery (skeletal), herb, and pepper. Stir 1 minute; mix well. Stir in remaining ingredients. Drizzle chili sauce over hot peppers until hot mixture coats both hands. Allow to stand 3 minutes.",finetuned_top_k
107,Gluten Free Basil and Cayenne Grilled Chicken Pizza,"1 packages Udi's gluten free thin and crispy pizza shells 4 1/2 oz boneless skinless chicken breast grill it 2 tsp pepper, cayenne, and basil leaves 1 1/4 cup gluten free Organicville Tomato and Basil sauce 4 slice Andrew and Everetts Gluten free mozzarella cheese","pre heat oven to 375 grill chicken add sauce to crust. spread evenly take cheese, use 2 full slices for middle of pizza. then split the other 2 pieces long ways for the sides of crust. spread chicken on pizza add veggies ( optional ) cook for 5-7 minutes or until done","1. In a large pot combine 2 1/3 cups chicken bouillon with water. Bring to a boil add 1/30 cup salad dressing, 1 1 1-1/2 cup diced feta cheese, 1 tablespoon olive oil 1/8 cup sliced Parmesan cheese, and 1/6 cup minced cilantro Kosher salt and pepper 4 medium pizza slices salt, pepper, and garlic powder 1/16 cup chopped chopped fresh basil (if you like it extra hard) 1 c. cooked cooked chicken, toasted and boned 2 cups cooked chicken chunks 1/1 cup sliced fresh cilantro, chopped 1 c cooked red onion, halved 4 slices parmesan cheese, or any of the following: 1/15 cup chopped fresh cheddar cheese
For a quick dipping sauce you",finetuned_top_k
108,Scotch Shortbread,"4 c. flour, sifted 4 times 1 lb. butter, softened and worked into flour 1 tsp. baking powder 1/4 tsp. salt 1 c. sugar",Combine. Bake in oven at 350° in long oblong pan. Do not grease pan. Go around edges with a fork and stick the fork in places on top of shortbread. Cut into slices while still warm.,"Combine all ingredients and mix well. Spoon into unbaked, greased 13 x 9 x 2-inch loaf pan. Makes 4 cups.",finetuned_top_k
109,Pesto-Ish Basil/Cheese Sauce (Extremely Low-Fat!),"1 cup nonfat cottage cheese 12 cup yogurt cheese (preferably made from nonfat yogurt) 12 cup fresh basil 3 garlic cloves 13 cup parmesan cheese (grated, fresh, of the highest quality)","Process the basil and garlic in a food processor for a minute or two. Add remaining ingredients and process until smooth. This might take a couple of minutes; you need to get all the lumps out of the cottage cheese. Enjoy over pasta or veggies, or use a half cup of this with a 15-oz. can of chickpeas, 2 tablespoons of tahini, and a tablespoon of lemon juice to make a yummy pesto hummus.","Melt the pasta and then combine the cottage cheese, yogurt, basil, garlic, and parmesant cheese in a large microwavable dish. Stir and microwave for 20-30 seconds before serving. Mix spinach, basil and garlic with parmesante cheese and fold in. Top with remaining spinach and spinach drippings (more or less), then toss to combine.",finetuned_top_k
110,Nalysnyky (Ukrainian Crepes),"crepe 4 large eggs 1 cup whole milk, homogenized 6 tablespoons cold water 1 cup all-purpose flour 1/2 teaspoon salt cheese filling 2 cups cottage cheese 2 large egg yolks 2 tablespoons whipping cream 1/4 teaspoon salt 1 teaspoon chopped fresh dill weed or 1/2 teaspoon dried dill weed 1/8 cup butter (for frying) 1/4 cup butter, for dotting","TO MAKE CREPES. In a bowl, using a hand held electric mixer, beat eggs until light and fluffy. Add milk, water, flour and salt and beat until all ingredients are incorporated and batter is smooth. Heat a 6 inch frying pan on medium heat. Butter the pan lightly and pour about 1/4 cup of batter into the pan, swirling the pan until the batter spreads evenly in the pan. Cook crepes on medium heat for about 1 minute or until lightly browned. Bake on 1 side only, do not turn over. Continue to cook the crepes, buttering the frying pan each time. Place the cooked crepes on a platter and keep warm in the oven at 250°F. TO MAKE CHEESE FILLING. Place the cottage cheese in a cheese cloth and squeeze out as much moisture as possible. Transfer the cheese to a mixing bowl. Add egg yolks, cream salt, and dill weed and mix to blend well. Remove warmed crepes from the oven and increase oven temperature to 350°F. Separate and place 1 crepe with the brown side down on a smooth surface. Spoon about 1 heaping tablespoon of cheese filling near one edge of the crepe. Start rolling the crepe over the filling, tuck in each side to prevent the filling from falling out, and continue to roll. Continue to fill and roll the remaining crepes. Place the finished nalysnyky into a lightly buttered 13 inch by 9 inch oven proof casserole dish in layers. Dot each layer with some butter. Bake in preheated 350 F oven for 20 minutes. Serve hot with melted butter, a dollop of sour cream or yogurt.","Place crepe mixture in bowl; in a small bowl, beat eggs until blended. Gradually scrape egg yolk mixture from crepe. Add eggs; beat on high speed until beat is just smooth and the yolked mixture is incorporated. Place cheese filling, cream, and dill around yolk, scraping around the base as if into a square. Gently fold in half. Sprinkle over crepe filling. Cover with waxed paper and refrigerate (about 7 hours). Bake at 375 degrees for 25 minutes, until golden brown. Makes 6 total servings.",finetuned_top_k
111,Orange Jam,4 oranges 1 lemon 4 cups water 3 sugar,"Wash fruit well, cut in half and remove seeds. Cut into small pieces. Add water and let stand for 24 hours. Weigh the mixture on a scale and ready as much sugar on the side. Cook mixture for 30 minutes. Add sugar. Keep cooking and stirring until mixtures drips of ladle in wide, heavy drops. Remove foam. (I put the foam into a seperate bowl and eat it after it has cooled down. Delicious!) Fill into glasses (preheat or put spoon into glass to avoid cracking) and close airtight immediately.","Cut oranges and lemon into small pieces and add the water, sugar and orange juice. Pour into ice and beat until soft. Serve warm with mashed potatoes, potato chips or cranberry sauce.",finetuned_top_k
112,Tempura-Fried Green Beans With Mustard Dipping Sauce,"4 egg whites 3 cups flour 2 3/4 cups club soda About 6 cups canola oil, for frying 1/4 cup Dijon mustard 2 tablespoons honey 2 teaspoons light soy sauce 1 teaspoon hot sauce 1 pound green beans, trimmed Kosher salt","In a large bowl, whisk the egg whites until soft peaks form. Whisk in the flour and club soda. Place the batter in the refrigerator until ready to use. Pour the oil into a large pot so that it is at least a few inches deep. Heat to 350 degrees over a medium-high flame. Meanwhile, combine the mustard, honey and soy and hot sauces in a small saucepan and set over medium heat, stirring occasionally, until warm and thick, about 5 minutes. Set aside. Dip the trimmed beans into the batter, letting the excess run off. (A slotted spoon or spider is useful here.) Carefully lower them into the hot oil in small batches, so that they do not stick together. Fry until the batter is golden brown and the beans are bright green, about 3 minutes. Remove with a slotted spoon and place on a paper-lined plate. Season with salt. Repeat until the beans are finished. Serve with a bowl of dipping sauce.","Preheat oven to 350F. For frying the egg whites: Combine flour, club soda, oil, mustard, honey, soy sauce, hot sauce, honey and soy sauce in a large bowl; stir until well blended. Heat to boiling; toss with cooking spray. Place 1/2 cup flour mixture on a baking sheet; sprinkle with mustard. Bake until brown and knife inserted into middle comes out clean, 25 to 35 minutes. Remove from oven, and cool to room temperature. Meanwhile, in a medium sized heavy skillet over boiling water, combine remaining 4 ingredients except green beans. Bring to a boil; reduce heat and simmer 5 minutes, or until green beans are tender. Serve warm or at room temperature with dipping sauce. Serves 8 to 10, depending on preference.",finetuned_top_k
113,Old Fashioned Ginger Cakes,1/2 cup molasses 1/4 cup butter 2 cups flour 1/2 tablespoon ginger 1 teaspoon baking soda 1/4 cup boiling water 1/2 teaspoon salt 1/2 teaspoon cinnamon,"Preheat oven to 350. Sift together the flour, salt, ginger, and cinnamon. Stir the soda into the molasses. Melt the butter in the boiling water. Turn both wet mixtures into a bowl and stir in the flour mixture. Add more flour if needed, but keep the dough as soft as can be handled. Drop by teaspoonfuls unto an greased cookie sheet. Bake until just turning brown at the edges. This recipe will make about twenty cakes.","In a large bowl, combine molasses, baking soda and ginger. Blend in boiling water and salt until well blended. Stir into cake. Bake in a preheated 400° oven for 20 minutes. Let cool on a wire rack before removing cake",finetuned_top_k
114,Brownies,6 oz. baking chocolate or 3/4 c. cocoa 1/2 tsp. baking soda 2/3 c. oil 1/2 c. boiling water 2 c. sugar 2 eggs 1 1/3 c. flour 1 tsp. vanilla 1/2 tsp. salt,"Melt chocolate using baking chocolate. Mix chocolate or cocoa, baking soda, 1/3 cup oil and water. Stir until thickens. Stir in sugar, eggs and rest of oil until smooth. Add vanilla, flour and salt; blend well. Bake at 350° for 30 to 40 minutes.","Mix all dry ingredients. Make enough flour to make flour. Add oil in hot water and mix well. Mix chocolate until it is quite moist. Stir in sugar and eggs. Fold in vanilla and salt. Form dough into balls. Refrigerate at least 3 hours, or overnight. Put in greased and floured 9 x 13-inch pan and bake at 325° for 10 minutes. Sprinkle with brownies.",finetuned_top_k
115,P Triple B,2 ounces Peach Infused Bulleit Bourbon 1/2 ounce Aperol 1/2 ounce Fresh Squeezed Lemon Juice 3/4 ounce hoppy IPA,"Infuse bourbon: Add 1-2 peaches to 750 ml of bourbon and allow to infused for ~6-10 days. Strain and filter, pressing to extract as much as possible. Optional Final Step: add pectic enzyme and filter through a coffee filter to clarify. Shake peach infused bourbon, Aperol, and lemon juice over ice. Add IPA and stir to combine. Double strain into a coupe glass. Garnish with lemon twist or a peach slice.",Combine all ingredients and make a double boiler. Make all bottles of Guinness in batches for your choice.,finetuned_top_k
116,Canadian Slipper,1 12 ounces amaretto liqueur 12 ounce chocolate-flavored liqueur (such as Godiva) 2 ounces coffee liqueur (such as Kahlua) 2 ounces milk 5 drops vanilla extract whipped cream,"Combine first 5 ingredients in a shaker and shake once. Pour into a highball glass with ice cubes. Top with whipped cream, and serve.","Peel amarellas and chop into small bite-size pieces. Add them to a blender for 4 minutes (mix well). Add the vanilla extract, milk, and whipped cream. Add the mixture just until smooth. Add a dash of a dash more vanilla extract.",finetuned_top_k
117,Cornbread Ring,1 (8 1/2 oz.) pkg. corn mix 2/3 c. biscuit baking mix 2/3 c. milk 1 egg spray-on vegetable coating 3 Tbsp. cornflake crumbs,Mix corn muffin mix and biscuit baking mix in large mixing bowl. Blend in milk and egg. Spray inside of 9 x 2-inch round glass dish and outside of 6-ounce glass cup with spray-on vegetable coating. Cook in oven on full power for 3 to 4 minutes or until toothpick inserted in center comes out clean.,Mix first four ingredients well for 2 hours. Add the egg spray on one side. Coat with the coating and bake at 400° for 40 minutes. Spread with cornflake. Cool on paper towel; cool 5 minutes.,finetuned_top_k
