recipe_id,title,ingredients,reference,prediction,method
88,Oysters Oceania,"12 oysters, on the shell, loosened 6 slices prosciutto, halved lengthways 6 teaspoons Worcestershire sauce 3 tablespoons greshly grated parmesan cheese 1 tomatoes, peeled and de-seeded, diced fine 1 lemon fresh snipped chives (to garnish)","Remove oyster from shell, wrap in a half slice of prosciutto; return to shell. Top each oyster with half a teaspoon of Worcestershire sauce and a teaspoon of Parmesan. Place under the griller (broiler) and cook for 2-3 minutes or until cheese has browned a little and prosciutto and oyster just heated through. Remove from the griller (broiler) and top the hot oysters with a teaspoon of diced tomato, a squeeze of lemon juice and a sprinkling of snipped chives. SERVE AT ONCE (that's an instruction for Peter J who says many of JanRoundOz's recipes finish that way ;-).","Preheat oven to 350 degrees F (175 degrees C). In a large bowl, combine the oysters and Prosciutos. In a small bowl, whisk together the Worcesterhire sauce, cheese, tomatoes, lemon juice, chives, and chives. Pour into a greased and floured 13 x 9 x 2-inch baking dish. Bake in the preheated oven for 30 minutes or until a toothpick inserted in the center comes out clean. Cool on a wire rack.",finetuned_beam
89,Quail Roasted In Vine Leaves,"12 large vine leaves 12 quail, about 1/4 pound each Salt to taste if desired Freshly ground pepper to taste 12 thin slices salt fatback, each measuring 2 1/2 by 4 inches 6 tablespoons butter 2 tablespoons Cognac","Preheat oven to 450 degrees. If vine leaves have been packed in brine, drain. Add to basin of salt water, rinse, pat dry. Sprinkle quail inside and out with salt and pepper. Truss and cover each with vine leaf. Cover with rectangle of fatback. Tie with string. Using 4 tablespoons of butter, grease 2 skillets and arrange half of quail, breast side up, in each. Quail should not be too close. Bake in oven 10 minutes. Turn on sides and bake about 3 minutes. Turn to other side and bake 3 to 5 minutes. Transfer quail to other skillet and pour fat from empty one. Add 1/2 of Cognac and stir to dissolve particles. Add 1/2 of broth and cook 5 minutes. Transfer quail to skillet containing broth. Pour fat from second skillet. Repeat with remaining Cognac and broth. Pour sauce on quail. Remove string and fatback, or broil until fatback is crisp. Heat remaining 2 tablespoons of butter in skillet and when it is hazelnut brown pour it over quail. Serve hot with wild rice or on toast.","Preheat oven to 350 degrees F (175 degrees C). In a large bowl, whisk together the quail leaves, salt, and pepper. In a small bowl, combine the butter, Cognac, and 1 tablespoon of the butter mixture. Stir in the remaining butter mixture and whisk until smooth. Pour into a greased and floured 13 x 9 x 2-inch baking pan. Bake in the preheated oven for 1 hour or until a toothpick inserted in the center comes out clean.",finetuned_beam
90,Easy Danish,"1 1/2 cups butter, softened 2 cups flour water 2 1/2 teaspoons almond extract 3 eggs 3 cups powdered sugar 1 1/2 teaspoons vanilla extract walnuts, chopped or almonds, sliced","1st Part: Cut 1/2 cup butter into 1 cup flour. Sprinkle water over mixture and mix until it's moist enough to round into a ball. Divide in half. On ungreased baking sheet, pat each half into a strip that is roughly 12x3 inches, with strips about 3"" apart. 2nd Part: Heat 1/2 cup butter and 1 cup water to a rolling boil. Turn heat to lowest setting and quickly stir in 1 t. almond extract and 1 cup flour. Stir vigorously over low heat until mixture forms a ball, about 1 minute. Remove from heat. Beat in eggs, all at once, until smooth and glossy. Divide in half. Spread evenly over strips. Bake 60 minutes or until topping is crisp and brown. Frost with Sugar Glaze (see below) and sprinkle with nuts. Sugar Glaze: Mix 3 cups powdered sugar, 4 T. butter, 1.5 t. vanilla, 1.5 t. almond extract, and 2-4 T. warm water until smooth and of spreading consistency. If you are topping with walnuts instead of almonds, use less almond extract or none at all and just use vanilla extract. Recipe can be made into individual puffs by patting dough into 3"" circles, using a rounded tsp for each puff. Spread rounded tablespoon of batter (2nd part) over each circle, extending it just beyond the edge of the circle. Bake 30 minutes and frost.","Preheat oven to 350 degrees F (175 degrees C). Line a baking sheet with parchment paper. In a large bowl, cream butter and flour until light and fluffy. Add eggs, one at a time, beating well after each addition. Stir in powdered sugar, vanilla and walnuts. Pour into prepared baking sheet. Bake in preheated oven for 30 minutes or until a toothpick inserted in the center comes out clean.",finetuned_beam
91,Easy Philly Cheesesteaks Recipe,"1 (12-ounce) boneless rib-eye steak, chilled in the freezer for 45 minutes 2 tablespoons vegetable oil 1 medium bell pepper, cored, seeded, and thinly sliced (optional) 1/2 medium yellow onion, thinly sliced Kosher salt Freshly ground black pepper 8 ounces white button mushrooms, stems trimmed and thinly sliced (optional) 4 ounces provolone cheese, thinly sliced 2 hoagie rolls, split horizontally and toasted","Trim off any excess fat from the steak and cut it against the grain into very thin slices; set aside. Heat the oil in a large frying pan over medium-high heat until shimmering. Add the bell pepper, if using, and the onion. Season with salt and pepper and cook, stirring occasionally, until softened and starting to brown, about 5 minutes. If youre using the mushrooms, push the peppers and onions to one side, add the mushrooms to the pan, and cook, stirring rarely, until browned, about 7 to 10 minutes. Stir to combine with the peppers and onions. Push all of the vegetables to one side of the pan, add the sliced steak in a single layer, and season with salt and pepper. Cook, stirring occasionally, until the meat is no longer pink, about 3 minutes. Reduce the heat to low. Divide the steak into 2 piles roughly the size of the hoagie rolls. Place half of the vegetables on top of each steak portion. Lay half of the cheese over each portion of steak and vegetables. Cover the pan with a tightfitting lid and let cook undisturbed until the cheese has melted, about 3 to 4 minutes. Using a flat spatula, scoop each pile into a roll and serve immediately.","Heat the oil in a large skillet over medium-high heat. Add the bell pepper and cook, stirring occasionally, until the pepper is tender, about 5 minutes. Add onion and cook until the onion is translucent, about 3 minutes. Stir in the mushrooms, cheese, and hoagies. Season with salt and pepper. Serve immediately.",finetuned_beam
92,Refrigerator Pickles,2 qt. dill pickles (store bought) 2 1/3 c. cider vinegar 4 cloves garlic (optional) 2 Tbsp. whole allspice 1 Tbsp. whole black pepper 4 c. white sugar 1 c. light brown sugar,"Drain pickles. Make syrup of vinegar, spices and sugars. Bring to a boil and simmer about 5 minutes. Add pickles and allow to come to a boil. Let stand 24 hours before putting in jars. Keep in refrigerator.",Mix all ingredients together and refrigerate for at least 1 hour.,finetuned_beam
93,Rye Bread Bowl,1 pt. sour cream 1 pt. Hellmann's mayonnaise 2 tsp. dill weed 2 tsp. Bon Appetit or celery salt 2 Tbsp. dried minced onions 2 Tbsp. dried parsley 1 (12 oz.) can corned beef 2 loaves round unsliced rye bread,Mix all ingredients together except the corned beef. Break up corned beef very small and add to mixture.,"Mix together sour cream, mayo, mustard, celery, onion, parsley and salt. Mix well. Pour into loaf pans. Bake at 350° for 1 hour.",finetuned_beam
94,Chicken And Apple Burgers,"1 lb skinless chicken breast fillets, roughly chopped 1 tbsp Dijon mustard 2 tsp honey 1 None apple, peeled, chopped None None all-purpose flour, to coat 2 tbsp olive oil 4 None burger buns, halved, toasted None None shredded carrots, radicchio, endive, mayonnaise and French fries, to serve","In a food processor, combine chicken, mustard and honey. Season. Puree until almost smooth. Transfer to a mixing bowl and add chopped apple. Shape into 4 burgers. Lightly coat burgers in flour. Saute in oil for 6-7 mins per side, until golden and cooked through. Sandwich burgers in toasted buns with vegetables and mayonnaise. Serve with French fries.","Preheat oven to 350 degrees F (175 degrees C). In a large bowl, whisk together mustard, honey, mustard, oil, flour, olive oil and carrots. Add buns and toss to coat. Bake in preheated oven for 15 minutes or until buns are lightly browned.",finetuned_beam
95,Apple Dumplings,"1 c. sugar 1 c. water 1/2 tsp. cinnamon 2 drops of red food coloring 2 Tbsp. butter 2 c. flour 2 tsp. baking powder 1/2 tsp. salt 2/3 c. shortening 1/2 c. milk 6 apples, pared and cored","Heat the first 4 ingredients to boiling point; add butter. Sift flour, baking powder and salt together. Cut in shortening; add milk all at once. Stir until flour is moistened. Roll 1/4-inch thick; cut in 6-inch squares. Place an apple on each square; season with sugar, cinnamon and butter. Moisten the edges; fold corners to middle and pinch together. Place dumplings 1 inch apart in baking dish. Pour syrup over them and bake about 35 minutes at 375°. Place cinnamon candy or cube of red jelly on top of each one. Serve with milk or cream.","Combine sugar, water, cinnamon, food coloring, butter and flour. Mix well. Pour into greased and floured 9 x 13-inch pan. Bake at 350° for 30 minutes.",finetuned_beam
96,Broccoli Casserole,"2 pkg. chopped broccoli 1 can cream of mushroom soup 1 c. shredded Cheddar cheese 2 eggs, beaten pinch of salt 1 c. mayonnaise 1 sleeve Ritz crackers",Cook and drain broccoli (not completely). Mix next 6 ingredients together. Lay broccoli in bottom of a 9 x 13-inch pan and pour mixture over broccoli. Cover top with crumbled crackers and bake at 350° for 45 minutes.,Mix all ingredients together. Bake at 350° for 30 minutes.,finetuned_beam
97,Chocolate Sauce,1/2 cup butter or 1/2 cup margarine 4 ounces unsweetened chocolate 3 cups sugar 1/2 teaspoon salt 1 (13 ounce) can evaporated milk,"Melt butter and chocolate in top of double boiler; stir in remaining ingredients. Cook, stirring constantly, until sugar is dissolved and sauce is smooth. Serve warm or cold over ice cream.","Preheat oven to 350 degrees F (175 degrees C). Melt butter in a large saucepan over medium heat. Add chocolate and stir until melted. Stir in sugar, salt, and milk. Bring to a boil. Reduce heat to medium-low and simmer, stirring occasionally, until sauce thickens and thickens slightly, about 10 minutes. Remove from heat and cool completely.",finetuned_beam
98,Christmas Smell,lime orange lemon 6 cloves 1 large cinnamon stick 1 tsp. nutmeg,"Cut all ingredients up fine; add 2 cups of water and let simmer in a coffeepot or saucepan. When water evaporates, add more.","Combine lime, orange, cinnamon stick, nutmeg and cloves in a large bowl. Mix well. Chill until ready to serve.",finetuned_beam
99,Spanish Tarragon Chicken,"1 tablespoon olive oil 1 kg chicken 225 g sliced ham 2 sliced onions 2 stalks celery, diced 3 carrots, diced 1 1/2 cups chicken stock 1 tablespoon chopped fresh tarragon 2 tablespoons butter 2 tablespoons all-purpose flour","Rub oil all over the chicken. Place into a casserole dish. Place uncovered into a preheated (180 degrees c) oven. Bake for 30 minutes. Add the ham, onion, celery, carrots, stock and tarragon. Cover and continue to bake for 1 hour. Remove from oven, strain the broth (keep broth) and carve chicken. Return the chicken to the casserole dish and reserve warm with the vegetables. Heat the butter in a saucepan; stir in the flour and pour in 2 cups of the strained broth. Simmer until sauce thickens; pour over chicken and vegetables. Serve in the casserole dish.","Heat the oil in a large frying pan over medium heat. Add the chicken, ham, onions, celery and carrots. Cook, stirring occasionally, until the chicken is browned and the vegetables are tender, about 5 minutes. Remove the pan from the heat and add the flour. Cook until the mixture thickens and the mixture is thickened, about 2 minutes. Stir in the butter and cook until the butter is melted, about 3 minutes more. Serve with tortilla chips.",finetuned_beam
100,15 Minute Super Sundae Pie,2 pt. softened vanilla ice cream ready made graham cracker crust 1 jar strawberry topping chocolate syrup whipped cream maraschino cherries,"Spoon ice cream into crust. Place in freezer with plastic lid inverted on top of ice cream. Remove from freezer when hard. Spoon jar of strawberry topping onto pie. Cut and place on plate. Garnish with chocolate syrup, whipped cream and cherry.","Preheat oven to 350°. Combine ice cream, strawberry topping and cherries in a large bowl. Mix well. Pour into a 9 x 13-inch pan. Bake at 350° for 15 minutes or until a toothpick inserted in center comes out clean.",finetuned_beam
101,Sausage Balls,1 pkg. sausage 1/2 c. biscuit mix 1 c. shredded Colby cheese 1/2 c. beer,Heat oven to 375°. Mix all ingredients in a bowl. Form into one-inch balls. Place on an ungreased cookie sheet. Bake at 375° for 20 minutes or until brown and sausage is well done. Serve warm.,Mix all ingredients together. Bake at 350° for 30 minutes.,finetuned_beam
102,Pecan Sandies,1 c. margarine 2 tsp. water 2 c. sifted flour 1/3 c. sugar 2 tsp. vanilla 1 c. chopped pecans,Cream together margarine and sugar. Add vanilla and water. Mix well. Blend flour and nuts in liquid mixture. Chill for 4 hours. Shape into fingers. Bake on ungreased cookie sheet at 325° for 20 minutes. Remove from pan and cool slightly. Roll in confectioners sugar.,"Cream margarine and water. Add flour, sugar and vanilla. Mix well. Pour into greased and floured 9 x 13-inch pan. Bake at 350° for 30 minutes.",finetuned_beam
103,Pistachio Pudding Cake,1 pkg. pistachio instant pudding and pie filling 1 pkg. yellow cake mix 4 eggs 1/4 c. oil 1/2 tsp. almond extract 1 1/4 c. water 7 drops green food coloring,"Combine all ingredients in large mixer bowl. Blend, then beat at medium speed of electric mixer for 2 minutes. Pour into greased and floured 10-inch tube or Bundt pan. Bake at 350° for 50 to 55 minutes or until cake springs back when lightly pressed. Cool in pan for 15 minutes. Remove from pan; finish cooling on rack. (Good for St. Patrick's Day.)","Preheat oven to 350°. Grease and flour a 9 x 13-inch pan. In a large bowl, combine pudding mix, eggs, oil, almond extract, water and food coloring. Pour batter into prepared pan. Bake at 350° for 30 minutes or until a toothpick inserted in center comes out clean. Cool on wire rack.",finetuned_beam
104,Crispy Saffron Rice (Tahdig),"1-1/2 cup Basmati Rice 3 quarts Water, Plus Salted Water For Soaking Rice 4 whole Threads Saffron, Divided 2 Tablespoons Salted Butter, Divided","1. Soak rice in salted water for 1 hour. 2. Bring the 3 quarts of water to boil in a large pot. Add rice and cook for 10 minutes. 3. Meanwhile, grind 2 threads of saffron and melt 1 tablespoon of butter. Combine the two and whisk until the butter takes on a rich orange hue. 4. Drain rice well. 5. Coat the bottom of the pot with the butter-saffron mixture, making sure to coat 1 inch up along the side of the pot. 6. Return rice to pot, forming a pyramid shape where the rice only touches at the bottom of the pot. 7. Cover the pot with a tight fitting lid and a few paper towels between the pot and lid (so the heat can't escape). 8. Cook on medium-low for 20 minutes. 9. Remove lid and scoop out rice into a bowl (leaving the crust untouched). Allow the crispy rice to cook until it is firm but not hard. 10. Meanwhile, melt the remaining butter and ground saffron, creating the same mixture you made in step earlier. Add in 1 cup of cooked rice and stir well until the rice takes on the deep yellow coloring of the saffron. 11. Top your white basmati rice with the yellow saffron rice. 12. When the crispy rice is ready, dip the bottom of the pot into cold water (in your sink will do). This will allow the crispy crust to separate from the pot quickly. 13. Tip the pot over into a large dish. Serve with or without your fluffy rice.","In a large bowl, combine the rice, water, salt, and butter. Set aside. In a medium bowl, whisk together the saffron and butter until smooth. Add the rice mixture and stir to combine. Pour into a greased and floured 9 x 13-inch baking dish. Bake at 350° for 25-30 minutes or until a toothpick inserted in the center comes out clean.",finetuned_beam
105,Homemade Macaroni And Cheese,1 lb. pkg. macaroni noodles 1 lb. chopped hoop cheese 2 Tbsp. butter,Cook macaroni until tender. Season to taste. Drain off liquid. Add butter and chopped hoop cheese. Mix and cover until cheese is melted. Serve.,"Cook noodles according to package directions. Drain and set aside. Melt butter in large skillet over medium-high heat. Add noodles and cook until browned, about 5 minutes. Remove from heat and stir in noodles. Stir in cheese. Pour over noodles. Sprinkle with butter. Bake at 350° for 30 minutes.",finetuned_beam
106,No Salt Seasoning (Low Salt),5 tsp. onion powder 1 Tbsp. garlic powder 1 Tbsp. paprika 1 Tbsp. dry mustard 1 tsp. dried thyme 1/2 tsp. pepper 1/2 tsp. celery seed,"Combine all ingredients in a small jar with a shaker top. Use for seasoning broiled fish, poultry, cooked vegetables, soups or stews. Or, place it on the table to be used individually.","Cook onion powder, garlic powder, paprika, mustard, thyme, pepper, celery, and thyme in a large saucepan over medium heat until onion is tender. Stir in celery seeds. Cover and simmer for 1 hour or until vegetables are tender.",finetuned_beam
107,Gluten Free Basil and Cayenne Grilled Chicken Pizza,"1 packages Udi's gluten free thin and crispy pizza shells 4 1/2 oz boneless skinless chicken breast grill it 2 tsp pepper, cayenne, and basil leaves 1 1/4 cup gluten free Organicville Tomato and Basil sauce 4 slice Andrew and Everetts Gluten free mozzarella cheese","pre heat oven to 375 grill chicken add sauce to crust. spread evenly take cheese, use 2 full slices for middle of pizza. then split the other 2 pieces long ways for the sides of crust. spread chicken on pizza add veggies ( optional ) cook for 5-7 minutes or until done","Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13 baking dish. In a large bowl, combine the pizza shells, chicken, pepper, basil, and gluten free sauce. Mix well. Pour into the prepared baking dish and bake for 20 minutes or until golden brown. Remove from the oven and let cool for 10 minutes before serving.",finetuned_beam
108,Scotch Shortbread,"4 c. flour, sifted 4 times 1 lb. butter, softened and worked into flour 1 tsp. baking powder 1/4 tsp. salt 1 c. sugar",Combine. Bake in oven at 350° in long oblong pan. Do not grease pan. Go around edges with a fork and stick the fork in places on top of shortbread. Cut into slices while still warm.,"Mix flour, butter, baking powder, salt and sugar. Add to dry ingredients and mix well. Pour into greased and floured loaf pan. Bake at 350° for 1 hour.",finetuned_beam
109,Pesto-Ish Basil/Cheese Sauce (Extremely Low-Fat!),"1 cup nonfat cottage cheese 12 cup yogurt cheese (preferably made from nonfat yogurt) 12 cup fresh basil 3 garlic cloves 13 cup parmesan cheese (grated, fresh, of the highest quality)","Process the basil and garlic in a food processor for a minute or two. Add remaining ingredients and process until smooth. This might take a couple of minutes; you need to get all the lumps out of the cottage cheese. Enjoy over pasta or veggies, or use a half cup of this with a 15-oz. can of chickpeas, 2 tablespoons of tahini, and a tablespoon of lemon juice to make a yummy pesto hummus.","Preheat the oven to 350 degrees F (175 degrees C). In a large bowl, combine the cottage cheese, yogurt cheese, basil, garlic, and Parmesan cheese. Mix well. Pour into a greased and floured 9 x 13-inch baking dish. Bake for 30 minutes or until a toothpick inserted in the center comes out clean.",finetuned_beam
110,Nalysnyky (Ukrainian Crepes),"crepe 4 large eggs 1 cup whole milk, homogenized 6 tablespoons cold water 1 cup all-purpose flour 1/2 teaspoon salt cheese filling 2 cups cottage cheese 2 large egg yolks 2 tablespoons whipping cream 1/4 teaspoon salt 1 teaspoon chopped fresh dill weed or 1/2 teaspoon dried dill weed 1/8 cup butter (for frying) 1/4 cup butter, for dotting","TO MAKE CREPES. In a bowl, using a hand held electric mixer, beat eggs until light and fluffy. Add milk, water, flour and salt and beat until all ingredients are incorporated and batter is smooth. Heat a 6 inch frying pan on medium heat. Butter the pan lightly and pour about 1/4 cup of batter into the pan, swirling the pan until the batter spreads evenly in the pan. Cook crepes on medium heat for about 1 minute or until lightly browned. Bake on 1 side only, do not turn over. Continue to cook the crepes, buttering the frying pan each time. Place the cooked crepes on a platter and keep warm in the oven at 250°F. TO MAKE CHEESE FILLING. Place the cottage cheese in a cheese cloth and squeeze out as much moisture as possible. Transfer the cheese to a mixing bowl. Add egg yolks, cream salt, and dill weed and mix to blend well. Remove warmed crepes from the oven and increase oven temperature to 350°F. Separate and place 1 crepe with the brown side down on a smooth surface. Spoon about 1 heaping tablespoon of cheese filling near one edge of the crepe. Start rolling the crepe over the filling, tuck in each side to prevent the filling from falling out, and continue to roll. Continue to fill and roll the remaining crepes. Place the finished nalysnyky into a lightly buttered 13 inch by 9 inch oven proof casserole dish in layers. Dot each layer with some butter. Bake in preheated 350 F oven for 20 minutes. Serve hot with melted butter, a dollop of sour cream or yogurt.","Preheat oven to 350 degrees F (175 degrees C). Line a baking sheet with parchment paper. In a large bowl, combine crepe, eggs, milk, water, flour, salt, cheese, egg yolk, cream, dill, and dill. Mix well. Pour into prepared baking sheet. Bake in preheated oven for 30 minutes or until lightly browned.",finetuned_beam
111,Orange Jam,4 oranges 1 lemon 4 cups water 3 sugar,"Wash fruit well, cut in half and remove seeds. Cut into small pieces. Add water and let stand for 24 hours. Weigh the mixture on a scale and ready as much sugar on the side. Cook mixture for 30 minutes. Add sugar. Keep cooking and stirring until mixtures drips of ladle in wide, heavy drops. Remove foam. (I put the foam into a seperate bowl and eat it after it has cooled down. Delicious!) Fill into glasses (preheat or put spoon into glass to avoid cracking) and close airtight immediately.","In a large bowl, combine the oranges, lemon, water, sugar and orange juice. Mix well. Pour into a 9 x 13-inch baking dish. Bake at 350° for 30 minutes.",finetuned_beam
112,Tempura-Fried Green Beans With Mustard Dipping Sauce,"4 egg whites 3 cups flour 2 3/4 cups club soda About 6 cups canola oil, for frying 1/4 cup Dijon mustard 2 tablespoons honey 2 teaspoons light soy sauce 1 teaspoon hot sauce 1 pound green beans, trimmed Kosher salt","In a large bowl, whisk the egg whites until soft peaks form. Whisk in the flour and club soda. Place the batter in the refrigerator until ready to use. Pour the oil into a large pot so that it is at least a few inches deep. Heat to 350 degrees over a medium-high flame. Meanwhile, combine the mustard, honey and soy and hot sauces in a small saucepan and set over medium heat, stirring occasionally, until warm and thick, about 5 minutes. Set aside. Dip the trimmed beans into the batter, letting the excess run off. (A slotted spoon or spider is useful here.) Carefully lower them into the hot oil in small batches, so that they do not stick together. Fry until the batter is golden brown and the beans are bright green, about 3 minutes. Remove with a slotted spoon and place on a paper-lined plate. Season with salt. Repeat until the beans are finished. Serve with a bowl of dipping sauce.","Preheat the oven to 350 degrees F (175 degrees C). Grease a 9 x 13-inch baking dish. In a large bowl, combine the egg whites, flour, club soda, oil, mustard, honey, soy sauce, hot sauce, and soy sauce. Add the green beans to the egg mixture and mix well. Pour the mixture into the prepared baking dish and bake for 20 minutes or until the beans are tender.",finetuned_beam
113,Old Fashioned Ginger Cakes,1/2 cup molasses 1/4 cup butter 2 cups flour 1/2 tablespoon ginger 1 teaspoon baking soda 1/4 cup boiling water 1/2 teaspoon salt 1/2 teaspoon cinnamon,"Preheat oven to 350. Sift together the flour, salt, ginger, and cinnamon. Stir the soda into the molasses. Melt the butter in the boiling water. Turn both wet mixtures into a bowl and stir in the flour mixture. Add more flour if needed, but keep the dough as soft as can be handled. Drop by teaspoonfuls unto an greased cookie sheet. Bake until just turning brown at the edges. This recipe will make about twenty cakes.","Combine molasses, butter, flour, ginger, baking soda, boiling water, salt and cinnamon in a large bowl. Stir in ginger and baking soda. Pour into a greased and floured 9-inch springform pan. Bake at 350° for 1 hour or until a toothpick inserted in the center comes out clean.",finetuned_beam
114,Brownies,6 oz. baking chocolate or 3/4 c. cocoa 1/2 tsp. baking soda 2/3 c. oil 1/2 c. boiling water 2 c. sugar 2 eggs 1 1/3 c. flour 1 tsp. vanilla 1/2 tsp. salt,"Melt chocolate using baking chocolate. Mix chocolate or cocoa, baking soda, 1/3 cup oil and water. Stir until thickens. Stir in sugar, eggs and rest of oil until smooth. Add vanilla, flour and salt; blend well. Bake at 350° for 30 to 40 minutes.","Preheat oven to 350°. Grease and flour a 9 x 13-inch pan. In a large bowl, combine chocolate, cocoa, baking soda, oil, water, sugar, eggs, flour, vanilla and salt. Mix well. Pour into prepared pan. Bake at 350° for 10 to 12 minutes or until a toothpick inserted in center comes out clean.",finetuned_beam
115,P Triple B,2 ounces Peach Infused Bulleit Bourbon 1/2 ounce Aperol 1/2 ounce Fresh Squeezed Lemon Juice 3/4 ounce hoppy IPA,"Infuse bourbon: Add 1-2 peaches to 750 ml of bourbon and allow to infused for ~6-10 days. Strain and filter, pressing to extract as much as possible. Optional Final Step: add pectic enzyme and filter through a coffee filter to clarify. Shake peach infused bourbon, Aperol, and lemon juice over ice. Add IPA and stir to combine. Double strain into a coupe glass. Garnish with lemon twist or a peach slice.",Combine all ingredients in a blender and blend until smooth.,finetuned_beam
116,Canadian Slipper,1 12 ounces amaretto liqueur 12 ounce chocolate-flavored liqueur (such as Godiva) 2 ounces coffee liqueur (such as Kahlua) 2 ounces milk 5 drops vanilla extract whipped cream,"Combine first 5 ingredients in a shaker and shake once. Pour into a highball glass with ice cubes. Top with whipped cream, and serve.","In a large saucepan, combine the amareo, chocolate-liqueur, coffee, milk, vanilla extract and whipped cream. Bring to a boil, then reduce heat to low and simmer for 30 minutes. Remove from heat and stir in whipped cream and vanilla. Serve immediately.",finetuned_beam
117,Cornbread Ring,1 (8 1/2 oz.) pkg. corn mix 2/3 c. biscuit baking mix 2/3 c. milk 1 egg spray-on vegetable coating 3 Tbsp. cornflake crumbs,Mix corn muffin mix and biscuit baking mix in large mixing bowl. Blend in milk and egg. Spray inside of 9 x 2-inch round glass dish and outside of 6-ounce glass cup with spray-on vegetable coating. Cook in oven on full power for 3 to 4 minutes or until toothpick inserted in center comes out clean.,Mix all ingredients together. Bake at 350° for 30 minutes.,finetuned_beam
118,London Broil Recipe,"3"" thick sirloin Adolph's tenderizer (plenty on both sides) 1/2 c. cooking sherry 1/4 c. soy sauce 1/4 c. Worcestershire Sprinkle garlic salt",Marinate about 4 hrs. Charcoal broil and spoon remaining sauce on as you cook.,"In a large bowl, combine the tenderizer, sherry and soy sauce. Stir in garlic salt. Pour into a greased and floured 9 x 13-inch pan. Bake at 350° for 30 minutes or until golden brown.",finetuned_beam
119,Fudge Pecan Pie,1 (9-inch) unbaked pie shell 1/2 c. sugar 1/3 c. unsweetened cocoa 1/4 tsp. salt 1 1/4 c. light corn syrup 3 eggs 1 1/2 tsp. vanilla 1 c. chopped pecans 1/2 c. pecan halves,"Combine all ingredients, except pecans. Beat ingredients for 30 seconds. Stir in chopped nuts and pour in the pie shell. Arrange half pecan meats over top. Bake at 350° for 1 hour.","Preheat oven to 350°. Grease a 9 x 13-inch pie plate. In a large bowl, combine sugar, cocoa, salt, corn syrup, eggs and vanilla. Stir until well blended. Pour into prepared pie shell. Bake at 350° for 30 minutes or until a toothpick inserted in center comes out clean. Cool on wire rack.",finetuned_beam
120,Homemade German Butterhours,2 eggs 1/2 cup sugar 1 cup Vegetable-Shortening 1 cup sweet milk 1 oz. yeast dissolved in 1/4 cup lukewarm water and a little sugar 4 cups flour,"Beat eggs; add sugar, shortening, milk and dissolved yeast. Blend thoroughly. Beat in flour. Cover and place in refrigerator overnight. Next morning, roll out using 1/4 of the dough at a time. Spread with melted butter. Add chopped pecans or walnuts if desired. Roll into horns and place on greased baking sheet. Let rise until double in warm place - (about an hour). Bake 400° for 20 minutes until golden brown. Spread with butter frosting.","Preheat oven to 350°. In a large bowl, beat eggs, sugar, shortening, milk and yeast together. Add yeast mixture and beat well. Add flour and mix well. Pour into a greased and floured 13 x 9 x 2-inch baking pan. Bake at 350° for 30 minutes or until a toothpick comes out clean.",finetuned_beam
121,Jam Granola,10 cups rolled oats 1 teaspoon salt 1 teaspoon vanilla 1 cup honey 10 ounces jam apricot or any flavor,"Mix together thoroughly in a large bowl, using your hands. Spread this mixture out on a large cookie sheet, and bake at 350 for about a half hour until it's starting to brown, taking it out every five minutes or so to stir it around.","Preheat oven to 350 degrees F (175 degrees C). Line a baking sheet with parchment paper. In a large bowl, combine oats, salt, vanilla, honey, jam, apricots, and jam. Pour into prepared baking sheet. Bake for 10 minutes, or until a toothpick inserted in center comes out clean.",finetuned_beam
122,Diabetic Shortbread,1/2 lb butter 1/2 cup sugar 1/2 cup rice flour 1 3/4 cups flour,"Cream butter with sugar in mixing bowl til soft and fluffy. Stir in rice flour and all purpose flour until blended. Roll on lightly floured board. Cut into 1 1/2"" rounds. Place on ungreased cookie sheets. Prick with a fork (to form design if desired). Bake 325F 25 mins til golden.","Preheat oven to 350 degrees F (175 degrees C). Line a baking sheet with parchment paper. In a large bowl, whisk together butter, sugar, rice flour, and flour. Add to butter mixture and mix well. Pour into prepared baking sheet. Bake in preheated oven for 1 hour or until golden brown.",finetuned_beam
