recipe_id,title,ingredients,reference,prediction,method
25,Blueberry Lemon Pound Cake Recipe,1/3 c. lowfat milk 6 lrg Large eggs 1 1/2 Tbsp. vanilla 2 2/3 c. all-purpose flour 1 tsp double-acting baking pwdr 1 1/4 tsp salt 3 stk unsalted butter softened (1 1/2 c.) 1/2 c. granulated sugar 3/4 c. firmly packed light brown sugar 1/4 c. freshly grated lemon zest 3 c. picked over blueberries tossed with 1 1/2 Tbsp. flour 1/3 c. fresh lemon juice 1/2 c. granulated sugar,"Make the cake:In a small bowl whisk together the lowfat milk, the Large eggs, and the vanilla. Into a bowl sift together the flour, the baking pwdr, and the salt. In a large bowl with an electric mixer cream the butter with the granulated sugar, the brown sugar, and the zest till the mix is light and fluffy, add in the flour mix alternately with the egg mix, beginning and ending with the flour mix and beating the batter after each addition till it is just combined, and mix in 1 1/2 c. of the blueberries. Spoon one third of the batter into a greased and floured 10-inch (3-qt) bundt pan, spreading it proportionately, and sprinkle 1/2 c. of the remaining blueberries over it. Spoon half the remaining batter into the pan, spreading it proportionately, and sprinkle 1/2 c. of the remaining blueberries over it. Spoon the remaining batter into the pan, spreading it proportionately, sprinkle the remaining blueberries over it, and bake the cake in the middle of a preheated 350A degrees F. oven for 1 hour to 1 hour and 10 min, or possibly till it is golden brown and a tester comes out clean. Remove the cake from the oven, poke the top immediately all over with a wooden skewer, and brush it with half the syrup. Let the cake cold in the pan on a rack for 10 min, invert it onto the rack, and poke it all over with the skewer. Brush the cake with the remaining syrup. Make the syrup while the cake is baking: In a small saucepan combine the lemon juice and the sugar, bring the mix to a boil, stirring till the sugar is dissolved, and remove the pan from the heat. One 10-inch bundt cake.","Preheat oven to 350°. In a large bowl, combine eggs, milk, vanilla, baking pd, salt, baking powder, baking soda, and sugar. Stir in flour, baking mixture, lemon juice, and lemon zeroes. Add butter and stir until well blended. Add remaining ingredients and stir to combine. Add flour mixture, baking mix, lemon zersoes, and flour mixture. Stir until well combined. Add the remaining ingredients, and stir well. Add to the prepared pan and bake for 15 minutes or until a toothpick inserted in the center comes out clean. Cool completely.",finetuned_greedy
26,Vampire Kiss Martini,"1 part vodka, chilled 1 part Champagne 1 part Chambord Garnish with wax teeth/candy corn/blood orange slice","Pour vodka in a martini glass, top with Champagne and pour a little of the Chambord over the back of a spoon to make it float.","Combine vodka, Champagne, Champaigne, Champagnol, Champillon, Champamanteau, Champarrot, Champaron, Champard, Champare, Champarrón, Champaro, Champari, Champara, Champaran, Champarin, Champarre, Champart, Champant, Champante, Champan, Champarte, Champancé, Champé, Chant, Chanteau de Champagne
Instruction: Combine Champagne and Champagne in a blender. Blend until smooth. Add Champagne mixture and blend until smooth and creamy. Add Chant mixture and mix until smooth, but not too thick. Add wine mixture and stir until smooth; add Champagne mix and stir. Pour into a greased 9 x 9 x 6-inch pan.",finetuned_greedy
27,Marinated Cucumbers,"1/4 c. water 1 Tbsp. sugar 3 Tbsp. vinegar 2 tsp. salad oil 1/4 tsp. dried basil, crushed 1/8 tsp. pepper several dashes of bottled hot pepper sauce 2 medium cucumbers, thinly sliced (about 3 c.) 1 small onion, thinly sliced 1/2 c. sliced radishes 4 lettuce leaves (optional)","In a medium mixing bowl, stir together the first 7 ingredients. Add cucumbers and onion; toss to coat. Cover and refrigerate for 2 to 24 hours.","In a large bowl, combine the water, sugar, vinegar, and salad oil. Stir in the cucumbers and onion. Add the cucumber mixture and cook, stirring occasionally, until the mixture is thickened. Add in the basil, onion, and radishes. Cook, stirring frequently, until all the vegetables are cooked through. Add all the remaining ingredients and cook until the vegetables have been tender.",finetuned_greedy
28,Tortilla Soup,"3 Tablespoons Oil 2 cups Chopped Onion 2 cups Chopped Carrots 1 cup Chopped Celery 4 cloves Garlic, Finely Chopped 8 cups Chicken Broth 1 can (28 Oz. Can) Crushed Tomatoes 2 cans (4 Oz. Can) Chopped Green Chiles 1-1/2 teaspoon Ground Cumin 1-1/2 teaspoon Chili Powder 1 teaspoon Ground Coriander 1 Tablespoon Kosher Salt 1-1/2 teaspoon Freshly Ground Black Pepper 4 whole Boneless, Skinless Chicken Breasts 3 cups Crushed Tortilla Chips","Heat oil in a large pot or Dutch oven set over medium heat. Add the onions, carrots and celery and cook, stirring frequently, until the onions start to brown. Add the garlic and cook for another 30 seconds. Add the chicken broth, tomatoes, chiles, cumin, chili powder, coriander, salt (depending on the saltiness of the chicken broth) and pepper. Submerge chicken breasts completely in the liquid. Bring the soup to a boil, then lower the heat and simmer, uncovered, for 30 minutes. Remove the chicken and shred with two forks. Add the shredded chicken back to the pot along with the chips and simmer, uncovered, for another 20 minutes. Re-season to taste with salt and pepper. Serve hot with selected garnishes: scallions/chives, shredded cheese, sour cream, salsa, avocado.","In a large bowl, combine the oil, onion, carrots, celery, garlic, and onion. Stir in the chopped green chiles, and cook until the vegetables are tender. Add the chopped tomatoes, and stir until the tomatoes are soft. Add in the cooked chicken broth, and mix well. Add all the ingredients except the chicken broth. Stir well. Cover and cook on low for 15 minutes.",finetuned_greedy
29,Creamy Tomato Basil Soup With Cheddar Croűte,"4 cups (32 ounces) boxed tomato or tomato-herb soup 4 cup slices ry bread, each cut into 4-inch rounds and toasted 1 ounce part-skim sharp cheddar cheese, but into 4 slices 3 tablespoons reduced-fat sour cream 1/4 cup chopped fresh basil 1/2 teaspoon freshly ground black pepper Chopped fresh basil (optional)","Preheat oven to 350°. Place the soup in a large saucepan; bring to a boil. Reduce heat to low; cover and keep warm. While the soup is heating, top each toasted bread round with 1 cheese slice; place on a baking pan. Bake in middle of oven until cheese is melted (about 5 minutes). Add the sour cream and basil to soup. Ladle soup into bowls; top with toasts. Sprinkle with pepper and garnish with basil, if desired. Serve immediately.","In a large bowl, combine the tomato soup, bread, sour cream, basil, and pepper. Stir in the chopped fresh herbs. Add the remaining ingredients and stir until the soup is thickened. Add to the soup and stir to combine.",finetuned_greedy
30,Chess Bars,1 egg 1 stick butter 1 box yellow cake mix with pudding 3 eggs 8 oz. cream cheese 1 box powdered sugar,"Mix egg, butter and cake mix; this will be very stiff so you will need to pat into pan. Beat eggs and cream cheese and powdered sugar until smooth; pour on top of first mixture in pan. Bake at 300° for 60 minutes. Let cool and cut into squares.",Mix all ingredients together. Bake at 350° for 30 minutes.,finetuned_greedy
31,Crazed Chocolate Biscuits,"125 g dark chocolate, finely chopped 23 cup plain flour 14 cup cocoa powder 1 teaspoon baking powder 1 pinch salt 60 g unsalted butter, at room temp 34 cup packed light brown sugar 1 egg, large 12 teaspoon vanilla extract 2 tablespoons milk 12 cup caster sugar 12 cup icing sugar","Melt the chocolate in the microwave (750 power) on low, or in a basin over hot water. Stir until chocolate is melted, then cool. Sift the flour, cocoa, salt and baking powder together. Beat the butter and brown sugar together until light and fluffy. Add the egg and vanilla, and mix well. Mix in the cooled melted chocolate. Reduce speed to low and add the flour mixture in two batches, alternating with the milk. Wrap the dough in cling wrap and refigerate until the dough is firm. (This will take at least 2 hours). When about to bake, preheat the oven to 175c (fan forced 155c). Line the trays with baking paper. Roll the dough into 2-5cm balls and roll in the caster sugar to coat then. toss the balls in the icing sugar and place balls on the lined trays about 5cm apart. Bake biscuits fior about 15 minutes or until the surfaces crack. Remove from oven and cool on tray.","Preheat oven to 350°. In a large bowl, combine flour, cocoa powder, baking powder, salt, and baking soda. In another bowl, beat butter, egg, and vanilla until light and fluffy. Add flour mixture and mix well. Add remaining ingredients. Beat until smooth. Add in remaining ingredients and beat until combined. Add the remaining ingredients, beating until combined and smooth. Bake at 350° for 30 minutes or until a toothpick inserted in the center comes out clean.",finetuned_greedy
32,Icee Delights,1 tsp. any flavor Kool-Aid 2 tsp. sugar 4 oz. water 6 oz. ginger ale crushed ice,Mix Kool-Aid and sugar. Add water and stir thoroughly. Add ginger ale and stir again. Pour into	blender. Add crushed ice and blend on high until ice is thoroughly blended. Enjoy!,Combine all ingredients in a large bowl. Add ice and water. Stir until smooth. Add ginger ale and water and stir until smooth and thick. Add water and mix well. Pour into a large glass jar. Garnish with ice.,finetuned_greedy
33,Pira Caldo,"2 Tablespoons Olive Oil, Or As Needed 1 whole Green Bell Pepper, Cubed 1 bulb Leek, Sliced Into 1/4 Inch Rings 3 stalks Celery, Diced 2 whole Medium Yellow Onions, Diced 2 whole Medium-sized Carrots, Cubed 1/2 cups Snap Peas (optional) 2 Red Chili Peppers, Deseeded To Your Desired Level Of Added Spicy (optional) 1 leaf Bay Leaf 1 pound Surubi Fillets (or Another White River Fish Equivalent, Like Flounder) 1 cup White Wine 1 cup Water, Or More As Needed 1 can (about 13 1/2 Oz. Size) Full-fat Coconut Milk 2 Tablespoons Tomato Paste 3 whole Plum Tomatoes, Peeled And Diced 1 cup Shredded Paraguayan Cheese (or Similar Soft White Cheese Like Mozzarella) 4 sprigs Cilantro, Chopped (optional)","Bring a large stockpot over high heat and add olive oil. Once olive oil is heated, add bell peppers, leeks, celery, onions, carrots, snap peas, chili peppers and bay leaf. Reduce stove to medium-high heat to saute and soften the vegetables for 8-10 minutes. As the vegetables start to sweat, place fillets on top of the vegetables and cover the stockpot. Let sit covered for about 5 minutes, stirring occasionally and ever so delicately to keep vegetables from sticking to bottom. After 5 minutes, the fish will have been steamed and will begin to flake. At this point, pour in white wine to deglaze bottom of pot. Begin to stir around for 1-2 minutes and flake the fish apart. Add water and stir around for another minute. Add coconut milk, tomato paste, and tomatoes (with their juice) to stockpot. Stir around for 1-2 minutes. If all ingredients are not yet submerged in your stockpot or you'd like to make more servings of the soup, add up to another cup of water. Finally, add shredded cheese and cilantro (optional) and turn off heat. Stir thoroughly as cheese melts into soup. Serve hot. Recipe from (translated and adapted by) Tembi'u Paraguay.","Heat oil in a large skillet over medium-high heat. Add onion, celery, bay leaf, and thyme. Cook, stirring occasionally, until onion is translucent, about 5 minutes. Add garlic, and cook, stirring, until garlic is translucent. Add tomatoes, and saute until tomatoes are tender, about 1 minute. Add remaining ingredients, and stir until tomatoes have softened. Add cilantro, and continue cooking, stirring constantly, until tomatoes begin to soften. Add the remaining ingredients and cook until tomatoes turn golden brown, about 2 minutes. Stir in the remaining cilantro. Stir well, and serve.",finetuned_greedy
34,Cranberry Punch,1 qt. fresh cranberries 1 qt. water 1 c. sugar 5 whole cloves 1 tsp. grated lemon rind 1 tsp. grated orange rind 2 Tbsp. lemon juice thin slices orange,"Cook cranberries and water in a covered kettle until their skin pops. Puree berries. Add sugar, cloves and rinds. Stir thoroughly. Chill. Add the lemon and apple juices. Stir to blend. Serve immediately. Garnish with thin slices of orange. Makes 2 1/2 quarts.","Combine cranberries, water, sugar, lemon rinder, orange juice, lemon juice, orange peel, and lemon juice in a large bowl. Add the cranberries and stir until well blended. Add salt and pepper to taste. Add cranberries to the bowl and stir well. Pour into a greased 9 x 9-inch baking dish. Bake at 350° for 30 minutes or until a toothpick inserted in the center comes out clean.",finetuned_greedy
35,Crispy Saffron Rice (Tahdig),"1-1/2 cup Basmati Rice 3 quarts Water, Plus Salted Water For Soaking Rice 4 whole Threads Saffron, Divided 2 Tablespoons Salted Butter, Divided","1. Soak rice in salted water for 1 hour. 2. Bring the 3 quarts of water to boil in a large pot. Add rice and cook for 10 minutes. 3. Meanwhile, grind 2 threads of saffron and melt 1 tablespoon of butter. Combine the two and whisk until the butter takes on a rich orange hue. 4. Drain rice well. 5. Coat the bottom of the pot with the butter-saffron mixture, making sure to coat 1 inch up along the side of the pot. 6. Return rice to pot, forming a pyramid shape where the rice only touches at the bottom of the pot. 7. Cover the pot with a tight fitting lid and a few paper towels between the pot and lid (so the heat can't escape). 8. Cook on medium-low for 20 minutes. 9. Remove lid and scoop out rice into a bowl (leaving the crust untouched). Allow the crispy rice to cook until it is firm but not hard. 10. Meanwhile, melt the remaining butter and ground saffron, creating the same mixture you made in step earlier. Add in 1 cup of cooked rice and stir well until the rice takes on the deep yellow coloring of the saffron. 11. Top your white basmati rice with the yellow saffron rice. 12. When the crispy rice is ready, dip the bottom of the pot into cold water (in your sink will do). This will allow the crispy crust to separate from the pot quickly. 13. Tip the pot over into a large dish. Serve with or without your fluffy rice.","In a large bowl, combine the water, salt, and butter. Stir in the rice, and stir in the water. Add the Saffrons, and mix well. Add all the ingredients. Cover and refrigerate for at least 1 hour.",finetuned_greedy
36,Grits Casserole,"1 c. grits 1 stick butter 1 pkg. garlic cheese or 8 oz. sharp Cheddar and 1 tsp. garlic powder or jalapeno cheese 2 eggs, beaten 3/4 c. milk","Cook grits in 4 1/2 cups salted water. When done, add butter, cheese, eggs and milk. Stir until melted. Pour into greased casserole and sprinkle buttered bread crumbs on top. Bake 45 minutes or until center is done in a 350° oven.","Mix together the butter, cheese, garlic powder, and jalapeño. Add the eggs and milk. Stir well. Add milk and stir well. Pour into a greased 9 x 9 x 12-inch baking dish. Bake at 350° for 30 minutes or until golden brown.",finetuned_greedy
37,Maple Walnuts,1-1/4 t sugar 1/4 t salt 1 T butter 1 T maple syrup 1 c coarsely chopped walnuts,"Preheat oven to 375. Stir sugar and salt in a small bowl; set aside. Put butter and maple syrup into a large saute pan. Bring to a boil. Remove from heat. Add nuts; toss to coat. Transfer nuts to a rimmed baking sheet. Sprinkle with the sugar mixture; toss to coat. Toast in oven until fragrant, about 7 minutes. Let nuts cool completely on sheet ona wire rack. Consider serving with pears and gorgonzola dolce (or dolcelatte).","In a large bowl, combine sugar, salt, butter, maple syrup, and walnuts. Stir in maple syrup. Pour into a greased 9 x 9-inch baking dish. Bake at 350° for 30 minutes or until golden brown.",finetuned_greedy
38,Blueberry Lemon Mousse Tart,"1 23 cups graham cracker crumbs (9 to 10 whole crackers) 13 cup quick-cooking rolled oats 3 tablespoons firmly packed brown sugar 5 tablespoons butter, melted 1 12 cups heavy cream, divided 3 tablespoons sugar, divided 14 teaspoon lemon extract 1 (8 ounce) package cream cheese, softened 3 tablespoons boiling water 2 teaspoons unflavored gelatin (1 envelope) 1 (12 ounce) jar Smucker's Orchard's Finest Northwoods Blueberry Preserves, divided 34 cup fresh blueberries","COMBINE cracker crumbs, oats and brown sugar in medium bowl. Stir in melted butter with a fork until evenly moistened. Press into 8-inch springform pan. BEAT 1 cup heavy cream until stiff peaks form. Beat in 2 tablespoons sugar and lemon extract. Place cream cheese on microwave-safe plate. Mircowave on HIGH 15 to 20 seconds or until very soft. Add to whipped cream, beating until smooth. Pour boiling water over gelatine in small bowl. Stir about 2 minutes or until gelatine is completely dissolved. Beat into cream cheese mixture until blended. Stir in 3/4 cup preserves. Spread over crumb crust. Chill 2 hours or overnight. BEAT remaining 1/2 cup heavy cream until stiff peaks form. Beat in 1 tablespoon sugar. Place in resealable plastic bag. Cut small corner off bag. Remove outer rim of pan. Place dollops of whipped cream around outside edge of cheesecake. Stir remaining preserves with fresh blueberries in small bowl. Spoon evenly in center of cheesecake.","In a large bowl, combine grahamcrumbs, oats, brown sugar, butter, and sugar. Stir in the cream cheese and lemon extract. Add the cream and stir until combined. Add in the flour and stir to combine. Add to the flour mixture and stir well. Add remaining ingredients and stir. Add into the prepared bowl and stir in the remaining ingredients. Cover and refrigerate for at least 1 hour.",finetuned_greedy
39,Bbq Bacon Burgers,"1/4 cup mayonnaise 1/4 cup barbecue sauce 4 bacon strips, cooked and crumbled 1-1/2 teaspoons dried minced onion 1-1/2 teaspoons steak seasoning 1 pound ground beef 4 slices Swiss cheese 4 hamburger buns, split Lettuce leaves and tomato slices","In a small bowl, combine mayonnaise and barbecue sauce. In another bowl, combine the bacon, 2 tablespoons mayonnaise mixture, onion and steak seasoning; crumble beef over mixture and mix well. Shape into four patties. Grill burgers, covered, over medium heat for 5-7 minutes on each side or until a thermometer reads 160° and juices run clear. Top with cheese. Cover and cook 1-2 minutes longer or until cheese is melted. Spread remaining mayonnaise mixture over cut sides of bun bottoms. Layer with a lettuce, burger and tomato. Replace tops.","Preheat oven to 350°. Combine bacon, mayonnais, onion, steak seasoning, and onion. In a large bowl, combine bacon, beef, and cheese. Stir in the remaining ingredients. Add the bacon and cook until browned and crisp, about 10 minutes. Add in the hamburger bun, and stir until the meat is cooked through. Add remaining ingredients and cook for 10 minutes, or until the burger is tender and the meat has been cooked through, about 1 hour. Remove from heat and let cool.",finetuned_greedy
40,Watermelon Salad With Kumquat Dressing,"1 cup water 12 cup sugar 1 tablespoon fresh ginger, finely chopped 4 kumquats 14 cup sour cream 2 bunches arugula, stemmed 1 tablespoon extra virgin olive oil 1 tablespoon fresh lemon juice 2 cups watermelon, seeded and balled 2 cups yellow watermelon, seeded and balled","Combine the water, sugar and ginger in a saucepan and bring to a boil over high heat. Add the kumquats and boil until tender, about 5 minutes. Remove the pan from the heat, remove and reserve the kumquats from the syrup with a slotted spoon. Let cool completely. Cut the kumquats in half and remove the seeds. Finely chop the kumquats. Whisk enough of the kumquat syrup (2 to 3 tablespoons) into the sour cream to obtain a pourable sauce. Whisk in kumquats and salt and pepper to taste. (You probably won't need all of the kumquat). Toss the arugula with the olive oil, lemon juice, and salt and pepper to taste. Mound the arugula in the center of 4 salad plates. Arrange the melon balls around the arugula, alternating red and yellow. Drizzle the kumquat cream over the melons and greens and serve at once.","In a large bowl, combine the watermelon and sour cream. Add the arugul and lemon juice. Stir well. Add watermelon. Stir in the arugsula and lemon. Stir until well blended. Add arugulas and watermelon mixture. Stir to combine. Pour into a greased 9 x 9 x 12-inch baking dish. Bake at 350° for 20 minutes or until golden brown.",finetuned_greedy
41,Chicken Or Turkey Caruso,"4 c. chicken broth 8 oz. uncooked elbow macaroni 2 slices bacon, cut up 1/4 c. chopped green pepper 1/3 c. chopped onion 2 c. cut up cooked turkey 8 oz. shredded American cheese 1/4 c. chopped pimiento 10 oz. frozen green peas, cooked and drained 3 Tbsp. sherry","In saucepan, heat chicken broth to boiling; add macaroni. Cook 10 minutes or until tender. Do not drain. In large skillet, fry bacon until crisp. Add green pepper and onion. Cook and stir until onion is tender; drain off excess fat. Stir in macaroni-broth mixture and remaining ingredients. Heat through. Makes 6 to 8 servings. Excellent for leftover turkey.","In a large bowl, combine the chicken broth, macaronis, bacon, onion, green pepper, and onion. Stir in the sherry. Add the macaron, and stir until the macarons are cooked through. Add in the chopped green peppers, and cook until the peppers are tender. Add all of the ingredients except the schnapps. Stir until the sauce is thickened. Add to the sauce and stir to combine.",finetuned_greedy
42,Creamy Potato Sticks,1/4 c. flour 1/2 tsp. salt 1 1/2 c. milk 1 can cream of celery soup 1/2 lb. cubed American cheese 5 or 6 peeled baking potatoes 1 c. chopped onion paprika,"In saucepan, combine flour and salt. Gradually whisk in milk until smooth. Bring to boil. Cook 2 minutes. Remove from heat. Whisk in soup and cheese until smooth. Set aside. Cut potatoes into 4 x 1/2-inch sticks. Place in greased 13 x 9-inch pan. Sprinkle with onion. Top with cheese sauce. Bake, uncovered, at 350° for 55 to 60 minutes until tender. Sprinkle with paprika.","Preheat oven to 350°. In a large bowl, combine flour, salt, and milk. In another bowl, cream of celery soup, onion, and paprika. Stir in the remaining ingredients. Pour into a greased 9 x 9-inch baking dish. Bake at 350° for 10 minutes or until golden brown.",finetuned_greedy
43,Lettuce And Egg Salad,2 heads red leaf lettuce 3 hard-boiled eggs 3 ounces olive oil 1 1/2 ounces fresh lemon juice 2 tablespoons chopped onions 1 tablespoon chopped dill salt pepper,"Clean any yellow leaves from the lettuce. Wash the lettuce very well and cut in pieces. Drain well. Chop the onion and dill. Peel the eggs and cut in medium size pieces (6 pieces to an egg), cutting 1 egg in round slices. Mix the lettuce, eggs, onion and dill in a glass bowl. Lay the egg slices on top. Whisk together oil and lemon juice. Drizzle over salad. Salt and pepper to taste.",Combine all ingredients except the olive oil and lemon juice in a large bowl. Add the eggs and cook until the eggs are dissolved. Add salt and pepper and cook for 1 minute. Add onion and cook 1 minute more. Add dill and cook another minute. Stir in the lemon juice and cook a further minute.,finetuned_greedy
44,Diabetic Shortbread,1/2 lb butter 1/2 cup sugar 1/2 cup rice flour 1 3/4 cups flour,"Cream butter with sugar in mixing bowl til soft and fluffy. Stir in rice flour and all purpose flour until blended. Roll on lightly floured board. Cut into 1 1/2"" rounds. Place on ungreased cookie sheets. Prick with a fork (to form design if desired). Bake 325F 25 mins til golden.","Preheat oven to 350°. In a large bowl, combine butter, sugar, flour, rice flour, and salt. Add the dry ingredients and mix well. Add in the dry mixture. Stir well. Bake at 350° for 10 minutes or until a toothpick inserted in the center comes out clean.",finetuned_greedy
45,Gluten Free Holiday Rum Balls,"2 cups gluten-free vanilla shortbread, crumbs (Just whirl the Gluten Free shortbread around in your food processor until it is reduced to fine crum) 3 cups powdered sugar (you may need more) 1 cup walnuts, reduced to crumbs in the food processor 1/2 cup almonds, reduced to crumbs in the food processor 1/4 cup good quality unsweetened cocoa powder 1/4 cup good quality dark rum 1/2 cup semi-sweet chocolate chips 1/3 cup canned milk 2 teaspoons rum extract powdered sugar, for rolling the rum balls","Melt semisweet chips along with canned milk in the microwave on low-med or setting 5 for approximately 45 seconds or until chips can be gently stirred into the milk. set aside. Mix all the dry ingredients together well. add the rum a little at a time until everything makes a stiff dough. You may need more rum, just add until it's the right consistency. Like play dough. Add melted chocolate mixture and rum extract and mix well. Rum Ball dough should be stiff yet pliable. Roll into teaspoon sized balls and coat with powdered sugar. put into small papers and store covered in the fridge for at least 3 days to let flavors mellow, then just before serving, roll in more powdered sugar. These freeze well. Just freeze on a cookie sheet and store in a freezer bag for up to 4 weeks.","In a large bowl, combine the flour, sugar, cocoa powder, rum extract, and vanilla. Add the walnuts and mix well. Add in the almonds and mix until well blended. Add all the ingredients and mix. Add to the food mixture and mix to combine. Pour into a greased 9 x 9 x 6-inch baking dish. Bake at 350° for 30 minutes or until golden brown.",finetuned_greedy
46,Grandma Ruth'S Stuffing,"2 tablespoons olive oil 1 pound sliced fresh mushrooms 3 stalks celery, diced 2 onions, chopped 1 (20 ounce) loaf French or Italian bread, cut into 1 inch cubes 1 (16 ounce) package herb-seasoned stuffing mix 4 eggs, beaten 2 (14 ounce) cans chicken broth 2 teaspoons rubbed sage 2 teaspoons dried thyme 2 tablespoons garlic powder salt and pepper to taste","Heat oil in a large skillet over medium heat. Saute the mushrooms, celery, and onions until softened. Dampen the fresh bread cubes (not the stuffing mix), then squeeze out any excess water. In a large bowl, combine the mushroom mixture, bread cubes, stuffing mix, eggs, and 1 can chicken broth. Season with sage, thyme, garlic powder, salt, and pepper, and mix well. The stuffing should have a rather paste-like consistency. Mix in additional chicken broth as necessary. Loosely pack stuffing inside turkey cavity before roasting.","In a large bowl, combine the olive oil, mushrooms, celery and onions. Stir in the bread mixture and mix well. Add the herbs and mix until well blended. Add in the chicken broth and mix. Add salt and Pepper to taste. Add to the mixture and stir well.",finetuned_greedy
47,Hot Clam Dip,"1 can minced clams, mostly drained 1 1/2 pkg. Ritz crackers, crushed 1/2 c. butter 1 small onion, chopped fine squeeze of lemon",Mix all ingredients together. Put in ovenproof serving dish. Bake at 350° for 1/2 hour. Serve with party crackers (Wheat Thins are great!). Enjoy!,"In a large bowl, combine the clams and butter. Add the onion and lemon. Stir well. Add salt and pepper to taste. Add garlic and cook, stirring occasionally, until the garlic is translucent. Add remaining ingredients and cook for 1 minute. Add to the hot clams.",finetuned_greedy
48,Eggnog Pound Cake,1 c. butter or margarine 1/2 c. shortening 3 c. sugar 6 eggs 3 c. flour 1 c. eggnog 1 tsp. lemon flavoring 1 tsp. vanilla 1/2 tsp. coconut flavoring,Cream butter and shortening. Gradually add sugar. Beat well. Add eggs beating after each addition. Add flour to creamed mixture alternately with eggnog mix until blended. Stir in flavorings. Pour into a greased Bundt cake pan. Bake at 325° for 1 1/2 hours or until a wooden pick inserted in center comes out clean. Cool in pan 10 minutes. Remove. One cup of chopped pecans or walnuts can be added if desired.,"Preheat oven to 350°. In a large bowl, combine butter, margarine, sugar, eggnogs, flour, and vanilla. Mix well. Add the flour mixture and mix well. Pour into a greased 9 x 9-inch pan. Bake at 350° for 30 minutes or until a toothpick inserted in the center comes out clean. Cool completely before serving.",finetuned_greedy
49,sugar paste,3 cup sugar 1/2 cup starch 1/2 cup corn syrup 2 tbsp water 1 food colour,add all ingredients together to form a paste sprinkke the table and everything the paste touches with starch so it doesn't stick colour it and perform with it any shape you want. use it to decorate cakes,Mix sugar and starch in a large bowl. Add water and corn syrup. Stir well. Add sugar mixture. Stir in food colour. Add food colour and stir well.,finetuned_greedy
