recipe_id,title,ingredients,reference,prediction,method
20,Crab And Broccoli,"1 lb. cooked broccoli 1/2 lb. flaked crab 1 chopped onion 2 Tbsp. lemon juice 1/4 c. chili sauce 1 c. sour cream 1 c. grated Cheddar 1 Tbsp. lemon peel, grated","Drain broccoli and break into chunks. Bake with other ingredients in a shallow, buttered casserole at 350° for 20 minutes.","Preheat oven to 350 degrees F. In a large bowl, combine the broccoli, onion, garlic, lemon juice, chili sauce, sour cream, and cheddar. Stir in the lemon juice and salt. Add the broccoli and cook for about 5 minutes. Remove from the heat and let cool.
In a large saucepan, combine all the ingredients except the broccoli. Add to the broccoli mixture and bring to a boil. Reduce heat to low and simmer for 10 minutes. Add in the garlic and cook until fragrant. Remove the broccoli from the saucepan and let sit for 10 to 15 minutes.
Remove from the pan and let rest for 10 seconds. Remove broccoli from heat and set aside.
Heat a large skillet over medium heat. Add 1 TBS of the lemon zest",pretrained_greedy
21,Apricot Salad,"1 (6 oz.) pkg. apricot jello 1/3 c. sugar 2/3 c. water 1 (8 oz.) cream cheese 1 (8 oz.) carton apricot yogurt 1 large jar apricot baby food 1 c. crushed pineapple, drained 1/2 c. pecans, chopped","Mix jello, sugar and water; heat until it boils. Cool. Beat together cheese and yogurt. Fold in baby food, pineapple and jello. Add pecans. Put in 1-quart mold or 6 x 10 pan. Serves 12 to 14.","Preheat oven to 350 degrees F. In a large bowl, combine the apricots, sugar, cream cheese, and water. Stir until combined. Pour into a large mixing bowl and mix until smooth. Pour in the chopped apricottas and mix well. Pour the mixture into a small bowl and stir until smooth and creamy. Pour over the top of the salad and top with the pineapple. Bake for 20-25 minutes or until the pineapple is golden brown. Remove from the oven and let cool completely.
Recipe adapted from The Daily Meal.
This post may contain links to Amazon or other partners; your purchases via these links can benefit Serious Eats. Read more about our affiliate linking policy.",pretrained_greedy
22,Beet Salad with Plums and Goat Cheese,"12 2-inch-diameter beets, tops trimmed 1/2 cup white wine vinegar 1 teaspoon sugar 1/2 cup vegetable oil 1/4 cup walnut oil or olive oil 1 1/2 pounds firm but ripe plums, pitted, cut into 1/2-inch pieces 1 medium-size red onion, sliced into rings 1 1/2 6-ounce bags fresh baby spinach leaves 8 ounces soft fresh goat cheese (such as Montrachet), crumbled","Preheat oven to 375F. Wrap beets tightly in foil packages (3 beets in each). Place on baking sheet. Roast beets until tender, turning packages occasionally, about 1 hour 45 minutes. Unwrap beets; cool completely. Peel beets and cut into 1/4-inch-thick rounds. Place in large bowl. Combine vinegar and sugar in blender. Gradually blend in vegetable oil, then walnut oil. Season vinaigrette to taste with salt and pepper. (Beets and vinaigrette can be prepared 2 days ahead. Cover separately; refrigerate. Let beets stand 2 hours at room temperature before continuing. Rewhisk vinaigrette before using.) Toss beets with 1/4 cup vinaigrette. Toss plums and onion with cup vinaigrette in another large bowl. Season with salt and pepper. Overlap beets around edge of platter. Mound spinach in center of platter; drizzle with some vinaigrette. Spoon plums and onion over salad. Sprinkle with goat cheese and serve.","Preheat oven to 350 degrees. In a large bowl, combine the vinegar, sugar, and vegetable oil. Stir in the onion, spinach, and red onion. Add the spinach and cook until wilted, about 5 minutes. Add in the goat cheese, and cook for another 5 minutes, until wilts. Add all the ingredients and stir until the mixture is thickened. Add a little more water and stir to combine. Add to the bowl of a stand mixer fitted with a paddle attachment. Beat the egg whites until well combined. Add 1/3 cup of the water and beat until well blended. Add 2 tablespoons of the flour and beat well. Add 3 tablespoons of salt and beat to combine, scraping down the sides of the bowl. Add remaining flour and mix until well mixed. Add",pretrained_greedy
23,Rye Bread Bowl,1 pt. sour cream 1 pt. Hellmann's mayonnaise 2 tsp. dill weed 2 tsp. Bon Appetit or celery salt 2 Tbsp. dried minced onions 2 Tbsp. dried parsley 1 (12 oz.) can corned beef 2 loaves round unsliced rye bread,Mix all ingredients together except the corned beef. Break up corned beef very small and add to mixture.,"Preheat oven to 350 degrees F. In a large bowl, combine sour cream, mayonnais, mustard, onion, and celery. In another bowl, mix together the mayonnaises, mustard and onion. In the same bowl, add the cornstarch and mix well. Add the bread to the bowl of a stand mixer fitted with a paddle attachment. Beat on low speed for about 5 minutes. Add in the corn starch mixture and beat on low for another 5 minutes, until the dough is smooth. Add a little more cornstarchy flour and beat until the flour is incorporated. Add more corn starch and beat for another 10 minutes. Beat in the bread until the bread is smooth and the dough has a nice thick crust. Add some more corn starchy flour, and beat well",pretrained_greedy
24,Grandma'S Cranberry Salad,"1 (12 ounce) package frozen cranberries 1 (8 ounce) can crushed pineapple, drained 1 cup chopped pecans 1 (10 ounce) package miniature marshmallows 1 cup sugar 1 pint heavy whipping cream","Put cranberries in a food processor and blend until well chopped. Transfer cranberries to a large bowl, and mix in pineapple, pecans, marshmallows and sugar. In a medium bowl, beat cream with an electric mixer until stiff peaks form. Fold whipped cream into cranberry mixture. Chill until ready to serve. (Or, freeze for 2 hours before serving.)","Combine all ingredients in a large bowl and mix well.
Place the cranberries in a bowl and set aside.
In a large mixing bowl, combine the sugar, pineapple, and marshmellons.
Add the marshmills and mix until well combined.
Pour the cranberry mixture into a large saucepan and bring to a boil. Reduce heat to low and simmer for 10 minutes.
Remove from heat and allow to cool completely.
Serve immediately.
Recipe Notes:
1. I used a large, heavy whipping cup to make this salad.
2. I made this salad with a large amount of cranberries.
3. I did not use a large serving size.
4. I do not use any kind of sugar.
5. I",pretrained_greedy
25,Blueberry Lemon Pound Cake Recipe,1/3 c. lowfat milk 6 lrg Large eggs 1 1/2 Tbsp. vanilla 2 2/3 c. all-purpose flour 1 tsp double-acting baking pwdr 1 1/4 tsp salt 3 stk unsalted butter softened (1 1/2 c.) 1/2 c. granulated sugar 3/4 c. firmly packed light brown sugar 1/4 c. freshly grated lemon zest 3 c. picked over blueberries tossed with 1 1/2 Tbsp. flour 1/3 c. fresh lemon juice 1/2 c. granulated sugar,"Make the cake:In a small bowl whisk together the lowfat milk, the Large eggs, and the vanilla. Into a bowl sift together the flour, the baking pwdr, and the salt. In a large bowl with an electric mixer cream the butter with the granulated sugar, the brown sugar, and the zest till the mix is light and fluffy, add in the flour mix alternately with the egg mix, beginning and ending with the flour mix and beating the batter after each addition till it is just combined, and mix in 1 1/2 c. of the blueberries. Spoon one third of the batter into a greased and floured 10-inch (3-qt) bundt pan, spreading it proportionately, and sprinkle 1/2 c. of the remaining blueberries over it. Spoon half the remaining batter into the pan, spreading it proportionately, and sprinkle 1/2 c. of the remaining blueberries over it. Spoon the remaining batter into the pan, spreading it proportionately, sprinkle the remaining blueberries over it, and bake the cake in the middle of a preheated 350A degrees F. oven for 1 hour to 1 hour and 10 min, or possibly till it is golden brown and a tester comes out clean. Remove the cake from the oven, poke the top immediately all over with a wooden skewer, and brush it with half the syrup. Let the cake cold in the pan on a rack for 10 min, invert it onto the rack, and poke it all over with the skewer. Brush the cake with the remaining syrup. Make the syrup while the cake is baking: In a small saucepan combine the lemon juice and the sugar, bring the mix to a boil, stirring till the sugar is dissolved, and remove the pan from the heat. One 10-inch bundt cake.","Preheat oven to 350 degrees F. In a large bowl, whisk together the milk, eggs, vanilla, and salt. In the bowl of a stand mixer fitted with the paddle attachment, beat the butter until light and fluffy. Add the flour mixture to the wet ingredients and beat until combined. Add in the lemon zests and beat on low speed until combined and light and creamy. Add a little more flour mixture and beat for about 5 minutes. Add all of the flour mixers and beat well. Add to the dry ingredients and mix well. Pour into a greased 9x13 baking dish and bake for 20-25 minutes or until a toothpick inserted in the center comes out clean. Remove from the oven and let cool completely.
Recipe adapted from: http://www.baked",pretrained_greedy
26,Vampire Kiss Martini,"1 part vodka, chilled 1 part Champagne 1 part Chambord Garnish with wax teeth/candy corn/blood orange slice","Pour vodka in a martini glass, top with Champagne and pour a little of the Chambord over the back of a spoon to make it float.","1. In a large bowl, combine the vodka, Champagne, and blood orange slice.
2. Add the champagne and chambord garnish.
3. Pour the wine into the champagne.
4. Pour into the chambords.
5. Pour in the champagne into the blood orange slices.
6. Pour back into the wine.
7. Pour over the chords.",pretrained_greedy
27,Marinated Cucumbers,"1/4 c. water 1 Tbsp. sugar 3 Tbsp. vinegar 2 tsp. salad oil 1/4 tsp. dried basil, crushed 1/8 tsp. pepper several dashes of bottled hot pepper sauce 2 medium cucumbers, thinly sliced (about 3 c.) 1 small onion, thinly sliced 1/2 c. sliced radishes 4 lettuce leaves (optional)","In a medium mixing bowl, stir together the first 7 ingredients. Add cucumbers and onion; toss to coat. Cover and refrigerate for 2 to 24 hours.","Preheat oven to 350 degrees F. In a large bowl, combine the water, sugar, vinegar, and salt. Stir in the cucumbers and onion. Add the cucumber mixture and mix well. Add in the salad oil and mix until well combined. Add all the cucs and onions and mix. Add to the bowl of a stand mixer fitted with a paddle attachment. Add 1/3 cup of the hot pepper mixture and beat until smooth. Add 2 Tbsp of the vinegar mixture and stir until well blended. Add a pinch of salt and mix on low speed until well mixed. Add more hot pepper and mix to combine. Add remaining hot pepper to the hot mixture and continue to beat until well incorporated. Add cucumber and onion mixture to the mixer and beat well. Gradually add",pretrained_greedy
28,Tortilla Soup,"3 Tablespoons Oil 2 cups Chopped Onion 2 cups Chopped Carrots 1 cup Chopped Celery 4 cloves Garlic, Finely Chopped 8 cups Chicken Broth 1 can (28 Oz. Can) Crushed Tomatoes 2 cans (4 Oz. Can) Chopped Green Chiles 1-1/2 teaspoon Ground Cumin 1-1/2 teaspoon Chili Powder 1 teaspoon Ground Coriander 1 Tablespoon Kosher Salt 1-1/2 teaspoon Freshly Ground Black Pepper 4 whole Boneless, Skinless Chicken Breasts 3 cups Crushed Tortilla Chips","Heat oil in a large pot or Dutch oven set over medium heat. Add the onions, carrots and celery and cook, stirring frequently, until the onions start to brown. Add the garlic and cook for another 30 seconds. Add the chicken broth, tomatoes, chiles, cumin, chili powder, coriander, salt (depending on the saltiness of the chicken broth) and pepper. Submerge chicken breasts completely in the liquid. Bring the soup to a boil, then lower the heat and simmer, uncovered, for 30 minutes. Remove the chicken and shred with two forks. Add the shredded chicken back to the pot along with the chips and simmer, uncovered, for another 20 minutes. Re-season to taste with salt and pepper. Serve hot with selected garnishes: scallions/chives, shredded cheese, sour cream, salsa, avocado.","1. Preheat oven to 350 degrees F.
2. In a large bowl, combine the oil, onion, carrots, celery, garlic, and chopped onion.
3. Add the chopped celery and cook for about 5 minutes.
4. Add in the chopped Tomatoes, chopped celerons, and diced tomatoes.
5. Add all the ingredients to a large mixing bowl.
6. Add a little water to the bowl and stir to combine.
7. Add chopped tomatoes and cook until the tomatoes are soft and the mixture is thickened.
8. Add salt and pepper to taste.
9. Serve with a side of chopped chiles and a side with chopped onions.
10. Enjoy!
Posted by: Anonymous at 11:00",pretrained_greedy
29,Creamy Tomato Basil Soup With Cheddar Croűte,"4 cups (32 ounces) boxed tomato or tomato-herb soup 4 cup slices ry bread, each cut into 4-inch rounds and toasted 1 ounce part-skim sharp cheddar cheese, but into 4 slices 3 tablespoons reduced-fat sour cream 1/4 cup chopped fresh basil 1/2 teaspoon freshly ground black pepper Chopped fresh basil (optional)","Preheat oven to 350°. Place the soup in a large saucepan; bring to a boil. Reduce heat to low; cover and keep warm. While the soup is heating, top each toasted bread round with 1 cheese slice; place on a baking pan. Bake in middle of oven until cheese is melted (about 5 minutes). Add the sour cream and basil to soup. Ladle soup into bowls; top with toasts. Sprinkle with pepper and garnish with basil, if desired. Serve immediately.","Preheat oven to 350 degrees F. In a large bowl, combine the tomato soup, sliced bread, sour cream, and basil. In another bowl, mix together the chopped fresh herbs and the chopped basil. Add the chopped tomatoes and mix well. Pour the soup over the top of the soup and cover with a lid. Bake for 20 minutes or until the top is golden brown. Remove from the oven and let cool completely.
Serves 4.
Ingredients for Creamy Tomatoes Soup:
1 cup (32 ounce) boxed tomatoes
1/2 cup chopped basil
1 teaspoon freshly grated Parmesan cheese
1 tablespoon chopped fresh parsley
1 1/3 cups chopped fresh cilantro
1 large egg
1 small onion, chopped
1 medium red pepper, chopped Directions",pretrained_greedy
30,Chess Bars,1 egg 1 stick butter 1 box yellow cake mix with pudding 3 eggs 8 oz. cream cheese 1 box powdered sugar,"Mix egg, butter and cake mix; this will be very stiff so you will need to pat into pan. Beat eggs and cream cheese and powdered sugar until smooth; pour on top of first mixture in pan. Bake at 300° for 60 minutes. Let cool and cut into squares.","Preheat oven to 350 degrees F. Line a baking sheet with parchment paper. In a large bowl, combine the egg, butter, cream cheese, and powdered sugar. Add the pudding mixture to the egg mixture and mix well. Pour the mixture into the prepared baking sheet. Bake for 20 minutes or until the edges are golden brown. Remove from the oven and let cool completely.
Ingredients for the Cake: 1 cup butter 1 cup powdered sugar 1 cup milk 1/2 cup sugar 1/4 cup milk 2 eggs 1/3 cup powdered milk 1 cup sugar
Directions: In a small bowl, whisk together the egg and powdered milk. Add to the butter mixture and whisk until smooth. Add in the powdered sugar and mix until smooth and creamy. Add eggs and mix. Pour into the",pretrained_greedy
31,Crazed Chocolate Biscuits,"125 g dark chocolate, finely chopped 23 cup plain flour 14 cup cocoa powder 1 teaspoon baking powder 1 pinch salt 60 g unsalted butter, at room temp 34 cup packed light brown sugar 1 egg, large 12 teaspoon vanilla extract 2 tablespoons milk 12 cup caster sugar 12 cup icing sugar","Melt the chocolate in the microwave (750 power) on low, or in a basin over hot water. Stir until chocolate is melted, then cool. Sift the flour, cocoa, salt and baking powder together. Beat the butter and brown sugar together until light and fluffy. Add the egg and vanilla, and mix well. Mix in the cooled melted chocolate. Reduce speed to low and add the flour mixture in two batches, alternating with the milk. Wrap the dough in cling wrap and refigerate until the dough is firm. (This will take at least 2 hours). When about to bake, preheat the oven to 175c (fan forced 155c). Line the trays with baking paper. Roll the dough into 2-5cm balls and roll in the caster sugar to coat then. toss the balls in the icing sugar and place balls on the lined trays about 5cm apart. Bake biscuits fior about 15 minutes or until the surfaces crack. Remove from oven and cool on tray.","Preheat oven to 350 degrees F. Line a 9 x 9 baking sheet with parchment paper. In a large bowl, combine the flour, cocoa powder, baking powder, salt, and baking soda. In another bowl, mix together the butter, egg, milk, and vanilla extract. In the same bowl, whisk together the flour mixture, cocoa, baking soda, and salt. In one bowl, add the egg mixture, milk mixture, and sugar. In addition, whisk the butter mixture until smooth. Add the icing sugar and mix until smooth and creamy. Pour the mixture into the prepared baking sheet. Bake for 20 minutes, or until the edges are golden brown. Remove from the oven and let cool completely.
Cream the chocolate mixture until it is just slightly thickened. Remove the chocolate",pretrained_greedy
32,Icee Delights,1 tsp. any flavor Kool-Aid 2 tsp. sugar 4 oz. water 6 oz. ginger ale crushed ice,Mix Kool-Aid and sugar. Add water and stir thoroughly. Add ginger ale and stir again. Pour into	blender. Add crushed ice and blend on high until ice is thoroughly blended. Enjoy!,"Combine all ingredients in a large bowl and stir until well combined. Add ginger ale and water and stir to combine. Add ice and stir. Pour into a large glass and let sit for 10 minutes. Remove from the refrigerator and let cool completely.
Ingredients for this recipe:
1 cup water
1/2 cup sugar
1 tsp. vanilla extract
1 1/2 cups water
2 tsp. ginger extract
2 cups ice
1 tbsp. water
Directions:
In a large mixing bowl, combine all ingredients except sugar. Add water and mix until well blended. Add sugar and mix well. Pour ice into a glass and place in refrigerator for 10-15 minutes.
DirectIONS:
Place ice in a small bowl and place on a baking sheet. Bake for 10",pretrained_greedy
33,Pira Caldo,"2 Tablespoons Olive Oil, Or As Needed 1 whole Green Bell Pepper, Cubed 1 bulb Leek, Sliced Into 1/4 Inch Rings 3 stalks Celery, Diced 2 whole Medium Yellow Onions, Diced 2 whole Medium-sized Carrots, Cubed 1/2 cups Snap Peas (optional) 2 Red Chili Peppers, Deseeded To Your Desired Level Of Added Spicy (optional) 1 leaf Bay Leaf 1 pound Surubi Fillets (or Another White River Fish Equivalent, Like Flounder) 1 cup White Wine 1 cup Water, Or More As Needed 1 can (about 13 1/2 Oz. Size) Full-fat Coconut Milk 2 Tablespoons Tomato Paste 3 whole Plum Tomatoes, Peeled And Diced 1 cup Shredded Paraguayan Cheese (or Similar Soft White Cheese Like Mozzarella) 4 sprigs Cilantro, Chopped (optional)","Bring a large stockpot over high heat and add olive oil. Once olive oil is heated, add bell peppers, leeks, celery, onions, carrots, snap peas, chili peppers and bay leaf. Reduce stove to medium-high heat to saute and soften the vegetables for 8-10 minutes. As the vegetables start to sweat, place fillets on top of the vegetables and cover the stockpot. Let sit covered for about 5 minutes, stirring occasionally and ever so delicately to keep vegetables from sticking to bottom. After 5 minutes, the fish will have been steamed and will begin to flake. At this point, pour in white wine to deglaze bottom of pot. Begin to stir around for 1-2 minutes and flake the fish apart. Add water and stir around for another minute. Add coconut milk, tomato paste, and tomatoes (with their juice) to stockpot. Stir around for 1-2 minutes. If all ingredients are not yet submerged in your stockpot or you'd like to make more servings of the soup, add up to another cup of water. Finally, add shredded cheese and cilantro (optional) and turn off heat. Stir thoroughly as cheese melts into soup. Serve hot. Recipe from (translated and adapted by) Tembi'u Paraguay.","1. In a large bowl, combine the olive oil, onion, carrot, and bay leaf.
2. Add the water, tomato paste, and water, and stir until combined.
3. Add all the ingredients except the water.
4. Add a little more water if needed.
5. Add 1/3 cup of water to the pot.
6. Add 2 tablespoons of water. Stir until the mixture is thickened.
7. Add more water to make sure the mixture does not get too thick.
8. Add another 1/8 cup of the water to cover the pot and stir.
9. Add half of the remaining water. Cover and let sit for 5 minutes.
10. Remove from the heat and let cool.
11.",pretrained_greedy
34,Cranberry Punch,1 qt. fresh cranberries 1 qt. water 1 c. sugar 5 whole cloves 1 tsp. grated lemon rind 1 tsp. grated orange rind 2 Tbsp. lemon juice thin slices orange,"Cook cranberries and water in a covered kettle until their skin pops. Puree berries. Add sugar, cloves and rinds. Stir thoroughly. Chill. Add the lemon and apple juices. Stir to blend. Serve immediately. Garnish with thin slices of orange. Makes 2 1/2 quarts.","1. In a large bowl, combine the cranberries, water, sugar, lemon rinder, orange juice, and lemon juice.
2. Add the cranberry mixture to the cran berries mixture and mix well.
3. Pour the cranapple mixture into the cran cranberry batter.
4. Bake for 20-25 minutes or until the cranmelons are golden brown.
5. Remove from the oven and let cool completely.
6. Serve immediately.
This recipe is a great way to make cranberry punch. It's a great snack for the kids and a great dessert for the adults.
If you have any questions about this recipe, please leave a comment below.
I hope you enjoyed this cranberry Punch recipe. I hope you found it helpful.",pretrained_greedy
35,Crispy Saffron Rice (Tahdig),"1-1/2 cup Basmati Rice 3 quarts Water, Plus Salted Water For Soaking Rice 4 whole Threads Saffron, Divided 2 Tablespoons Salted Butter, Divided","1. Soak rice in salted water for 1 hour. 2. Bring the 3 quarts of water to boil in a large pot. Add rice and cook for 10 minutes. 3. Meanwhile, grind 2 threads of saffron and melt 1 tablespoon of butter. Combine the two and whisk until the butter takes on a rich orange hue. 4. Drain rice well. 5. Coat the bottom of the pot with the butter-saffron mixture, making sure to coat 1 inch up along the side of the pot. 6. Return rice to pot, forming a pyramid shape where the rice only touches at the bottom of the pot. 7. Cover the pot with a tight fitting lid and a few paper towels between the pot and lid (so the heat can't escape). 8. Cook on medium-low for 20 minutes. 9. Remove lid and scoop out rice into a bowl (leaving the crust untouched). Allow the crispy rice to cook until it is firm but not hard. 10. Meanwhile, melt the remaining butter and ground saffron, creating the same mixture you made in step earlier. Add in 1 cup of cooked rice and stir well until the rice takes on the deep yellow coloring of the saffron. 11. Top your white basmati rice with the yellow saffron rice. 12. When the crispy rice is ready, dip the bottom of the pot into cold water (in your sink will do). This will allow the crispy crust to separate from the pot quickly. 13. Tip the pot over into a large dish. Serve with or without your fluffy rice.","Preheat oven to 350 degrees F. Line a baking sheet with parchment paper. In a large bowl, combine the flour, salt, baking soda, and baking powder. Add the rice mixture to the bowl of a stand mixer fitted with a paddle attachment. Add in the flour mixture and beat until smooth. Add salt and beat on low speed for about 5 minutes. Add a little more water and beat for about 10 minutes. Remove from the mixer and beat in the remaining flour mixture. Add 1/2 teaspoon salt and continue beating until the dough is smooth. Remove the dough from the bowl and place in a large mixing bowl. Add 2 cups of water and mix until well combined. Add another 1/4 cup of water, and mix well. Add more salt and mix for about 2 minutes.",pretrained_greedy
36,Grits Casserole,"1 c. grits 1 stick butter 1 pkg. garlic cheese or 8 oz. sharp Cheddar and 1 tsp. garlic powder or jalapeno cheese 2 eggs, beaten 3/4 c. milk","Cook grits in 4 1/2 cups salted water. When done, add butter, cheese, eggs and milk. Stir until melted. Pour into greased casserole and sprinkle buttered bread crumbs on top. Bake 45 minutes or until center is done in a 350° oven.","Preheat oven to 350 degrees F. In a large bowl, combine the butter, garlic, cheese, and jalapeño. Stir in the eggs and milk. Add the milk and stir until well combined. Add in the cheese and mix well. Add 1/4 cup of the milk mixture and mix until well blended. Add 2 cups of the cheese mixture and stir to combine. Add 3/8 cup of milk mixture to the mixture and add to the mix. Add to the milk mix and mix. Mix well. Pour the mixture into a 9 x 9 x 1 inch baking dish. Bake for 20 minutes or until the cheese is melted. Remove from the oven and let cool completely.
Serves 4.
Grits is a great way to make a delicious, creamy,",pretrained_greedy
37,Maple Walnuts,1-1/4 t sugar 1/4 t salt 1 T butter 1 T maple syrup 1 c coarsely chopped walnuts,"Preheat oven to 375. Stir sugar and salt in a small bowl; set aside. Put butter and maple syrup into a large saute pan. Bring to a boil. Remove from heat. Add nuts; toss to coat. Transfer nuts to a rimmed baking sheet. Sprinkle with the sugar mixture; toss to coat. Toast in oven until fragrant, about 7 minutes. Let nuts cool completely on sheet ona wire rack. Consider serving with pears and gorgonzola dolce (or dolcelatte).","Preheat oven to 350 degrees F. In a large bowl, combine the sugar, salt, butter, maple syrup, and maple syrup. Add the walnuts and mix well. Pour into a large mixing bowl and mix until smooth. Pour in the walnut mixture and mix. Pour the wal nuts into the bowl and stir until well combined. Pour walnuts into the wal nut mixture and stir well. Bake for 20-25 minutes or until the walnuts are golden brown. Remove from the oven and let cool completely.
Nutrition Facts Maple Walnut Amount Per Serving Calories 604 Calories from Fat 9 % Daily Value* Total Fat 2g 2% Saturated Fat 1g 1% Cholesterol 0mg 0% Sodium 5mg 1% Potassium 1mg 1.5% Total",pretrained_greedy
38,Blueberry Lemon Mousse Tart,"1 23 cups graham cracker crumbs (9 to 10 whole crackers) 13 cup quick-cooking rolled oats 3 tablespoons firmly packed brown sugar 5 tablespoons butter, melted 1 12 cups heavy cream, divided 3 tablespoons sugar, divided 14 teaspoon lemon extract 1 (8 ounce) package cream cheese, softened 3 tablespoons boiling water 2 teaspoons unflavored gelatin (1 envelope) 1 (12 ounce) jar Smucker's Orchard's Finest Northwoods Blueberry Preserves, divided 34 cup fresh blueberries","COMBINE cracker crumbs, oats and brown sugar in medium bowl. Stir in melted butter with a fork until evenly moistened. Press into 8-inch springform pan. BEAT 1 cup heavy cream until stiff peaks form. Beat in 2 tablespoons sugar and lemon extract. Place cream cheese on microwave-safe plate. Mircowave on HIGH 15 to 20 seconds or until very soft. Add to whipped cream, beating until smooth. Pour boiling water over gelatine in small bowl. Stir about 2 minutes or until gelatine is completely dissolved. Beat into cream cheese mixture until blended. Stir in 3/4 cup preserves. Spread over crumb crust. Chill 2 hours or overnight. BEAT remaining 1/2 cup heavy cream until stiff peaks form. Beat in 1 tablespoon sugar. Place in resealable plastic bag. Cut small corner off bag. Remove outer rim of pan. Place dollops of whipped cream around outside edge of cheesecake. Stir remaining preserves with fresh blueberries in small bowl. Spoon evenly in center of cheesecake.","Preheat oven to 350 degrees F. In a large bowl, combine the grahams, brown sugar, butter, and melted butter. In the bowl of a stand mixer fitted with the paddle attachment, beat the cream cheese until smooth. Add the flour, sugar, and gelatin. Beat until combined. Add in the vanilla extract and beat until combined, scraping down the sides of the bowl. Add all the ingredients except for the graam cracker crust. Beat on low speed until smooth and creamy. Add a little more cream cheese and beat on low for about 5 minutes. Add more cream and beat for about 10 minutes. Remove from the bowl and let cool completely.
Serve with a side of whipped cream and a side or two of whipped egg.
Recipe adapted from The Blueberry",pretrained_greedy
39,Bbq Bacon Burgers,"1/4 cup mayonnaise 1/4 cup barbecue sauce 4 bacon strips, cooked and crumbled 1-1/2 teaspoons dried minced onion 1-1/2 teaspoons steak seasoning 1 pound ground beef 4 slices Swiss cheese 4 hamburger buns, split Lettuce leaves and tomato slices","In a small bowl, combine mayonnaise and barbecue sauce. In another bowl, combine the bacon, 2 tablespoons mayonnaise mixture, onion and steak seasoning; crumble beef over mixture and mix well. Shape into four patties. Grill burgers, covered, over medium heat for 5-7 minutes on each side or until a thermometer reads 160° and juices run clear. Top with cheese. Cover and cook 1-2 minutes longer or until cheese is melted. Spread remaining mayonnaise mixture over cut sides of bun bottoms. Layer with a lettuce, burger and tomato. Replace tops.","Preheat oven to 350 degrees F. In a large bowl, combine bacon, mayonnais, onion, steak seasoning, and salt. In another bowl, mix together the bacon, onion and steak seasoning. Add the beef and mix until well combined. Add in the cheese and mix well. Add all of the ingredients to the bowl and mix. Pour the mixture into a large, greased 9-inch baking dish. Bake for 20 minutes or until the cheese is melted. Remove from the oven and let cool completely.
Bacon Burgers is a great way to make a quick and easy burger. It's a great option for a quick lunch or dinner.
Ingredients for Bacon Burger:
1 pound ground meat, cut into 1-inch pieces
1/4-inch slices",pretrained_greedy
40,Watermelon Salad With Kumquat Dressing,"1 cup water 12 cup sugar 1 tablespoon fresh ginger, finely chopped 4 kumquats 14 cup sour cream 2 bunches arugula, stemmed 1 tablespoon extra virgin olive oil 1 tablespoon fresh lemon juice 2 cups watermelon, seeded and balled 2 cups yellow watermelon, seeded and balled","Combine the water, sugar and ginger in a saucepan and bring to a boil over high heat. Add the kumquats and boil until tender, about 5 minutes. Remove the pan from the heat, remove and reserve the kumquats from the syrup with a slotted spoon. Let cool completely. Cut the kumquats in half and remove the seeds. Finely chop the kumquats. Whisk enough of the kumquat syrup (2 to 3 tablespoons) into the sour cream to obtain a pourable sauce. Whisk in kumquats and salt and pepper to taste. (You probably won't need all of the kumquat). Toss the arugula with the olive oil, lemon juice, and salt and pepper to taste. Mound the arugula in the center of 4 salad plates. Arrange the melon balls around the arugula, alternating red and yellow. Drizzle the kumquat cream over the melons and greens and serve at once.","Preheat oven to 350 degrees F. In a large bowl, combine the watermelon and sour cream. Add the arugulas and lemon juice. Stir well. Add in the water and mix well. Pour the water mixture into the bowl of a stand mixer fitted with a paddle attachment. Add 1 cup of the water, mix well, and beat on low speed until the dough is smooth. Add a few more cups of the sour cream and mix until the mixture is smooth and elastic. Add more water and beat until the batter is smooth, about 1 minute. Add another cup of water and continue to beat until it is smooth again. Add 2 cups of water, and mix on low for about 1 hour. Add 3 cups of sour cream, and continue beating until the consistency is smooth enough to",pretrained_greedy
41,Chicken Or Turkey Caruso,"4 c. chicken broth 8 oz. uncooked elbow macaroni 2 slices bacon, cut up 1/4 c. chopped green pepper 1/3 c. chopped onion 2 c. cut up cooked turkey 8 oz. shredded American cheese 1/4 c. chopped pimiento 10 oz. frozen green peas, cooked and drained 3 Tbsp. sherry","In saucepan, heat chicken broth to boiling; add macaroni. Cook 10 minutes or until tender. Do not drain. In large skillet, fry bacon until crisp. Add green pepper and onion. Cook and stir until onion is tender; drain off excess fat. Stir in macaroni-broth mixture and remaining ingredients. Heat through. Makes 6 to 8 servings. Excellent for leftover turkey.","1. In a large bowl, combine the chicken broth, onion, bacon, and chopped green peppers.
2. Add the sherry and cook for about 5 minutes.
3. Add in the chopped green peppercorns and cook until the mixture is thickened.
4. Add all the ingredients except the sesame seeds and cook, stirring occasionally, until the sultanas are soft and the sautéed.
5. Add a little more sherry to the salt and cook.
6. Add more sautés and cook a few more minutes. Add another 1/2 c. sautée.
7. Add some more sultana and cook another minute or two.
8. Add about 1/8 c. of the sut",pretrained_greedy
