title,ingredients,directions
"Cannellini Bean, Asparagus, And Basil Dip","6 -8 stalks asparagus 15 ounces cannellini beans, washed and drained well 1 garlic clove, peeled 1/4 cup olive oil 1/2 cup basil leaves 2 -3 tablespoons lemon juice salt and pepper","Chop off and discard the tough ends of the asparagus stalks. Chop the asparagus into pieces. Boil asparagus in some water, till asparagus is tender. Drain well. Place asparagus in a blender with all other ingredients. Puree to desired consistency. Serve chilled with vegetable crudites, chips or pita bread."
Potatoes with Yogurt,"700 grams potatoes 1 tablespoon butter 200 grams yogurt 2 tablespoons lemon juice 1 each scallions, spring or green onions green only 1 tablespoon parsley leaves finely chopped 1/2 each sweet red bell peppers red, finely chopped 1 x salt and black pepper 1 x butter","Boil the potatoes 30 minutes with their skins (they should not be too soft). Remove peel from potatoes while they are still hot, cut potatoes into small cubes, then saute them in the butter and add salt and pepper to taste. In a bowl, stir together the yogurt, lemon juice, parsley and only the green stalk of the scallion (finely chopped). Add the red pepper, then mix in the potatoes. Butter a large piece of greaseproof paper and place the potatoes in the middle of it. Seal the paper around the potatoes, and put it on a baking pan in a preheated 190 cup oven and bake for about 15 minutes. Unwrap the ""package"" onto a platter and serve immediately."
Hamburger Bake,2 lb. hamburger 1 box Stove Top stuffing 1 can mushroom soup 1 can cream of chicken,"Using 9 x 13-inch pan, put browned, seasoned and drained crumbled hamburger in bottom. Prepare stuffing as directed on box, then spread on top of hamburger. Mix soups with 1 can of water and pour over dressing. Bake at 350° for 1 hour."
Fool-Proof Pie Crust,4 c. flour 2 tsp. salt 1 Tbsp. sugar 1 egg 1 3/4 c. shortening 1/2 c. water 1 Tbsp. vinegar,"Combine flour, salt and sugar. Cut in shortening. Mix egg, water and vinegar. Stir liquid into dry ingredients and mix well. Pat into 5 rounds and flatten slightly. Chill between sheets of plastic at least 20 minutes."
Fried Avocados,"2 cups vegetable oil (for frying) 1 cup all-purpose flour 2 tablespoons salt-free herb seasoning blend 1 pinch ground cumin 1 avocado - peeled, pitted and sliced 1 egg, beaten","Heat oil in a large heavy skillet or deep-fryer to 365 degrees F (180 degrees C). In a small bowl, mix together the flour, seasoning blend and cumin. Place the beaten egg in a shallow dish. Dip avocado slices in beaten egg, and then in the flour mixture. You may repeat the dipping process if you prefer a thicker batter. Fry the coated avocado slices in the hot oil for 3 to 5 minutes, until golden brown, turning once. Drain on paper towels, and serve hot."
Balinese Chicken With Pineapple Salsa Recipe,2 x skinless boneless chicken breasts Dijon mustard 1/2 c. gingersnap crumbs 1 x clove garlic chopped 1 sm red onion diced 1 Tbsp. peanut oil Saute/fry for 3 mins 1/4 c. seasoned rice vinegar 1 can crushed pineapple w/ juice (8 ounce) 1/4 tsp crushed red pepper 1/4 tsp grnd allspice 3 Tbsp. Dijon mustard,"Blend into a puree. Lb. chicken breasts (fat removed) between two layers of plastic wrap. Spread each breast w/ a thin layer of mustard, both sides. Then coat the chicken w/ gingersnap crumbs. Chill for 20 mins. Preheat oven at 350. Meanwhile make the salsa. Keep hot. Just before serving add in 1/4 c. diced red bell pepper & 2 Tablespoons minced fresh basil. Put the chicken in an ovenproof dish coated w/ non-stick spray and bake for 20-30 mins. Sliver a few slices of red pepper for garnish and add in 1 or possibly 2 whole basil leaves as an enhancement. When you serve, put a layer of the salsa on the plate, chicken on top, more salsa to the side, slivered red pepper and whole basil leaves as garnish. NOTES : Tonight I made a delicious chicken dinner for hubby & me (two servings). Can you imagine a recipe combining Dijon mustard & gingersnaps I served this w/ lowfat fettuccine parmesan, steamed asparagus and Caesar salad. It was greeeeeeeat!"
My Favorite Chicken Veronique,"2 cups coarsely diced cooked chicken 2 tablespoons lemon juice 12 teaspoon salt 1 cup sliced celery, chilled 1 cup seedless white grapes, chilled 2 hard-cooked eggs, chilled and chopped 12 cup mayonnaise 14 cup blanched slivered almond, toasted (almond halves may be used, also)","Sprinkle chicken with lemon juice and salt; chill several hours. Halve grapes if they are very large. Add celery, grapes, chopped eggs, mayonnaise, and almonds; toss lightly. Season salad with salt to taste. Note: This salad goes equally well with a vegetable platter. Omit the grapes and add chopped onion to taste, if desired. Serve surrounded with fresh vegetables or vegetables vinaigrette. Add a savory muffin or tea bread for an equally delightful meal."
Chicken Stuffing Casserole,"4 to 5 lb. chicken, cooked 1 can cream of mushroom soup 1 can cream of chicken soup 8 oz. sour cream 1 box Stove Top stuffing mix",Cook chicken; take off bones and layer in 9 x 13-inch pan. Mix soups and sour cream together and spoon over chicken. Put bread crumbs from stuffing mix over chicken. Make up seasoning for stuffing according to instructions on box. Pour over crumbs. Bake at 350° for 1 hour or until brown.
Pennsylvania Dutch Cottage Cheese Pie,"1 1/2 c. cottage cheese 2 Tbsp. flour 2 c. milk 1/2 tsp. lemon rind, grated pie crust 1/2 c. sugar 1/4 tsp. salt 1/4 tsp. cinnamon 2 eggs, separated","Combine cottage cheese, sugar, flour, salt, lemon rind and spices. Add beaten egg yolks and mix thoroughly. Add milk gradually and stir until smooth. Fold in beaten egg whites and pour into 9-inch pastry-lined pan. Bake at 350° for 1 hour."
Green Chili Cheese Bites,"2 pkg. crescent rolls 12 oz. cream cheese 4 oz. green chilies, diced 1/2 tsp. garlic salt 2 Tbsp. hot salsa","Mix together cream cheese, chilies, garlic salt and salsa. Unroll crescent rolls; separate into rectangles. Press or pinch seams. Spread mixture on crescent rolls. Roll and freeze until firm to cut. Slice about 5 per roll. Bake at 375° for 10 to 20 minutes."
Masterchef Stroganoff,"2 tablespoons sweet paprika 100 g flour 500 g beef, eye fillet sliced into strips 1/4 cup olive oil 40 g butter, plus extra to serve 200 g swiss brown mushrooms, thinly sliced 3 shallots, finely diced 2 tablespoons tomato paste 1/2 cup brandy 1 cup beef stock 2 tablespoons Worcestershire sauce 1 cup creme fraiche","Combine paprika, flour and 1 teaspoon of sea salt in a bowl. Toss beef in the mixture to coat. Heat 2 tablespoons of the oil in a large frying pan over high heat and sear the beef for 1-2 minutes or until browned. Remove and set aside. Reduce heat to medium-high; add half the butter and remaining the olive oil. Cook the mushrooms until caramelised. Reduce the heat to medium, add remaining butter, eschalots and cook for a few minutes until softened. Add the tomato paste, brandy, stock, Worcestershire sauce and bring to the boil. Reduce heat to medium, stir in creme fraiche, reserved beef and juices, then season with salt and pepper. Serve with pasta, mashed potato or rice."
Strawberry Preserves,4 heaping c. strawberries 6 level c. sugar juice of 1 lemon or 1/4 c. ReaLemon juice,"Combine berries, sugar and lemon juice in a 6-quart aluminum cooker. Place over medium heat until sugar dissolves. Cook for 15 minutes on high or at a temperature at which preserves can't be stirred down. Cool and ladle into jars. Preserves freeze well, too."
Blueberry Cream Muffins(Makes 24 Muffins),4 eggs 2 c. sugar 1 c. oil 1 tsp. vanilla 4 c. flour 1 tsp. salt 1 tsp. baking soda 2 tsp. baking powder 2 c. sour cream 2 c. fresh or frozen blueberries,"Beat eggs. Gradually add sugar, oil and vanilla. Combine dry ingredients. Add alternately with sour cream to the egg mixture. Gently fold in blueberries. Put in 24 lined muffin tins. Bake at 400° for 20 minutes."
Whole-Wheat Sourdough Starter *,"1 1/2 cups whole wheat flour 1 teaspoon yeast, active dry 1 1/2 cups water lukewarm","In a glass or ceramic bowl or jar that has been scalded, combine flour and yeast, add water and blend well. Cover with plastic wrap and pierce with fork to release gases. Place in a warm, draft-free location at an even 85F for 18 to 24 hrs; stir several times daily. Refrigerate until ready to use. If you have several starters, keep whole wheat separate from others to preserve its own distinctive flavor. Whole wheat starter does not have as much rising action as that made with white flour; you may have to plan longer rising times. To replenish, always use whole wheat flour."
Homemade Chocolate Syrup And Milk Recipe,8 ounces of whole milk 1 cup cocoa powder 2 cups sugar 1/4 teaspoon salt 1 cup water 1 tablespoon vanilla,"Mix sugar and cocoa together in a bowl. Add water and salt. Pour mixture into a pot and bring mixture to a boil. Stir constantly. You'll start to feel a difference in the consistency of the mixture. When it's thick, remove from heat and let cool. Add a heaping tablespoon to a glass of ice-cold milk. You're going to want to stir with the cadence of a fast-moving foxtrot. You hear the spoon making a light clinking sound. This And it's saying: guess what you're going to be drinking soon. Guess what you're going to be drinking soon. Over and over. Drink and enjoy!"
Quick Corn And Zucchini Saute,"1 medium red pepper, cut in strips 1 medium green pepper, cut in strips 3 c. sliced zucchini 1/4 c. oil (I use margarine) 2 c. sweet corn 1 tsp. garlic powder 1/2 tsp. Italian seasoning dash of salt (optional)","In large skillet, saute peppers and zucchini in oil until crisp-tender, about 5 minutes. Add corn, garlic powder, salt and Italian seasoning. Cook until heated through."
Cucumber Tarragon Dip,1 finely chopped cucumber 1 1/2 c. dry curd cottage cheese 2 Tbsp. mayonnaise 1 Tbsp. lemon juice 1/4 tsp. black pepper 1/2 tsp. garlic powder 1/2 tsp. Worcestershire sauce 1/4 tsp. onion juice or dehydrated onion pinch of dried tarragon to taste,"Whirl cucumber in blender until mushy. Add cottage cheese gradually. Add the remaining ingredients and blend well. Add the tarragon a pinch at a time until you get the taste you want. Chill thoroughly. Serve with raw vegetables, crackers or chips."
Cranberry-Nut Bread,"2 Tablespoons Butter 1/2 cups Whole Milk 1/2 cups Water 3 Tablespoons Honey 1 cup Whole Wheat Flour 2-1/2 cups All-purpose Flour, Or More As Needed 1-1/2 teaspoon Salt 2-1/2 teaspoons Yeast 1 whole Egg - At Room Temperature, Lightly Beaten 1/2 cups Fresh Cranberries, Raw, Coarsely Chopped 1 Tablespoon Brown Sugar 1 Orange, Washed Well Then Zested 1/2 cups Walnuts - Coarsely Chopped (or Favorite Nut Of Choice) 2 Tablespoons Butter, Melted Coarse Sea Salt","In a saucepan over medium-low heat, melt the butter with milk, water and honey, until mixture reaches 110 to 120 F. If mixture gets too hot, allow it to cool to within this range. In large bowl combine wheat flour, 1 cup all-purpose flour, salt, and yeast. Add the hot liquid into the bowl and mix thoroughly. Add egg and mix to combine. Transfer sticky dough onto your kneading surface with an additional cup of flour. Knead in flour, adding more as needed. Knead it for 10 to 12 minutes or until smooth. Roll into a ball and place in an oiled or buttered bowl. Cover and let it rise for 1 1/2 hour until doubled. While dough rises mix chopped cranberries with brown sugar and allow berries to macerate as dough rises. When ready to use the cranberries, drain off any liquid and mix in orange zest. Toast nuts in a dry skillet over medium heat for 10 minutes or until they start to smell toasty. Remove skillet from heat and set aside. When dough has doubled, transfer it to a floured board. Roll out dough into a 12 x 24 rectangle. Distribute cranberry mixture and nuts over a 12 x 12 section of the dough. Make sure to distribute it evenly, up to the edges. Fold over and roll it lightly. Cut the log of dough into two pieces. Working with one piece, fold it over again and re-roll into a 12 x 12 rectangle. Roll into a loaf shape, tuck ends under and place on a parchment paper lined baking sheet, seam side down. Repeat with the second piece of dough. Cover and let the loaves rise until doubled 45 to 60 minutes. Preheat oven to 350 F. Brush risen loaves with melted butter. Finish by sprinkling with sea salt. Bake for 45 minutes. I was traveling for work and had this amazing turkey sandwich for lunch one day. Besides the fresh roasted turkey, it was served on a great artisan bread that evoked Thanksgiving flavors. Also included was an orange aioli that I have not yet replicated. This bread is my attempt to make this sandwich at home. I now make several loaves of this the day before Thanksgiving and give it away to dinner guests with leftover turkey."
Mexican Cornbread Ii,"1 lb meat, Ground salt & pepper 1 cup onion, Chopped 1/2 lb American cheese, Grated 3 jalapeno peppers, finely chopped 1 cup cornmeal 3 large eggs 1/2 teaspoon baking soda 3 tablespoons bacon drippings 1 cup sweet milk 1 teaspoon salt","Make batter by mixing together the cornmeal, eggs, soda, drippings, milk, and salt. Mix well. Brown meat and drain off grease. Grease a 9 x 13-inch baking pan. Add 1/2 batter then sprinkle on the meat, onions, peppers, and last add cheese. Cover with remaining batter. Cook at 350 degrees F. for about 45 minutes. Serve hot."
Hot Tomato Pie,1 Frozen pre made pizza crust 5 tbsp Pesto (lemon olive oil basil garlic) 1/2 cup Diced heirloom tomatoes 1/2 cup Thin sliced kale 1/2 cup Diced mushrooms 1/2 jar artichoke hearts 1 tbsp Nutritional yeast 1 Salt pepper mrs dash about a pinch,"Cover bottom of crust with pesto and layer toppings, artichoke crumbled over the top. Sprinkle with nutritional yeast and spices. Put in a 400F oven bake 10 minutes, then shut off heat and bake 10 more. Let cool before serving or the tomatoes will melt the roof of your mouth."
Strawberry Dessert,"1/2 large angel food cake or store bought cake 1 box vanilla instant pudding 1 c. milk 1 pt. vanilla ice cream 1 small box strawberry jello 1/2 c. hot water 1 pt. strawberries, thawed or fresh 1 Cool Whip",Tear angel food cake into pieces. Put into a 9 x 13-inch pan. Beat pudding with milk. Beat in ice cream. Pour over cake; let set for 10 minutes. Mix Jell-O with hot water. Add strawberries. Pour over cake after it sets. Add Cool Whip.
Creamy Coleslaw with Chives and Shallots,"1 cup sour cream 6 tablespoons mayonnaise 1/4 cup finely chopped fresh chives 3 1/2 tablespoons white wine vinegar 3 tablespoons minced shallots 3 tablespoons sugar 1 teaspoon salt 1 teaspoon paprika 1/2 teaspoon ground black pepper 1 2-pound head green cabbage, thinly sliced (about 14 cups)","Blend first 9 ingredients in blender. Place cabbage in large bowl. Pour dressing over cabbage and toss to combine. Cover and refrigerate at least 3 hours and up to 8 hours, tossing occasionally."
Brown Sugar Marinade For Bbq Spareribs Recipe,2 slc Fresh ginger root 4 Tbsp. Brown sugar 3 Tbsp. Soy sauce 1/2 tsp Five spices 1 tsp Sherry,1. Mince ginger root; then combine with remaining ingredients. 2. Rub mix over spareribs. Let stand 1 hour; then roast.
Cancato Chileno: Stuffed Grilled Snapper with Oregano,"4 (1 pound) whole red snappers Salt and freshly ground black pepper 4 ounces Spanish chorizo, thinly sliced 3 tomatoes, peeled and sliced 4 ounces Gouda, sliced 4 tablespoons butter, melted 3 cloves garlic, minced 2 tablespoons fresh oregano, chopped 1/2 cup white wine 1 bunch parsley","Preheat a grill. Cut the fins off the fish with scissors. Bone the fish through the belly, keeping both sides attached. Season both inside and out with salt and pepper. Arrange chorizo, tomatoes, and cheese inside the cavity. Combine butter, garlic, and oregano and spread over both sides of the fish. Fold the fish over and secure with a toothpick. Grill over low heat, until the cheese is melted and the fish is cooked, about 4 to 5 minutes per side. Brush the fish with the wine continuously, using the parsley bunch as the brush."
Reuben Dip,"12 cup frank's sauerkraut, drained and chopped 1 (3 ounce) package cream cheese, softened 1 (8 ounce) container sour cream 12 cup grated swiss cheese 4 ounces sliced corned beef, finely diced 2 -3 tablespoons milk","Combine and heat all ingredients, except for milk, in a small saucepan over low heat until hot. Thin with milk if necessary."
Samoa Brownies,"FOR THE BROWNIES: 10 Tablespoons Unsalted Butter, Cubed 3/4 cups Granulated Sugar 1/2 cups Light Brown Sugar 3/4 cups Unsweetened Cocoa Powder 1/2 teaspoons Salt 1 Tablespoon Instant Coffee Granules 1/2 teaspoons Baking Powder 2 whole Eggs, Cold 2 teaspoons Vanilla Extract 2/3 cups All-purpose Flour 1/2 cups Chocolate Chunks Or Chocolate Chips FOR THE COCONUT CARAMEL TOPPING 1 cup Sugar 6 Tablespoons Unsalted Butter, Softened And Cut Into Cubes 1/2 cups Heavy Cream, Room Temperature 1/2 teaspoons Sea Salt 2-1/2 cups Sweetened Shredded Coconut","For the brownies: Preheat oven to 350°F. Line a 9 x 9 or 8 x 8 pan with aluminum foil or parchment paper. Lightly spray with cooking spray or grease with butter. Set aside. Add butter to a medium saucepan and cook over medium heat until light brown or caramel in color, 5-10 minutes. Make sure to keep and eye on it so butter does not burn. It also helps to use a light-colored saucepan for this. Pour browned butter into a large bowl along with both sugars, cocoa powder, salt, instant coffee granules and baking powder. Stir until combined and allow to rest for 5 minutes or until mixture has cooled down. Stir in eggs and vanilla and mix until batter has a nice sheen to it. Fold in flour and stir until combined. (Do not over-mix.) Pour batter into prepared pan and bake 20-25 minutes or until top is set and an inserted toothpick comes out clean. Allow brownies to cool completely. To assemble the brownies, top them with the coconut caramel topping. Cut into 9 brownies and drizzle with melted chocolate if desired. For the coconut caramel topping: While the brownies are baking, make your coconut caramel topping. Add sugar to a medium saucepan and heat over medium heat. Stir sugar for 5-10 minutes or until sugar is completely melted and golden brown. (The sugar takes 5 minutes to start to melt and will clump up; that is fine.) When sugar is golden brown and melted, immediately take off heat and stir in butter. It will get bubbly, which is fine. Pour in heavy cream and sea salt and mix until combined. Place back on the stove for 30 seconds, stirring constantly to thicken. Remove from heat and stir in coconut flakes. Set aside until ready to assemble."
King Oyster Mushrooms With Pistachio Purée,"1/2 lb Jerusalem artichokes (also called Sun Chokes) or crosnes 1 cup water 1/2 cup rice vinegar (not seasoned) 1/2 cup sugar 1/2 teaspoon kosher salt 3/4 teaspoon shichimi togarashi (Japanese seven-spice blend) 1 cup shelled roasted pistachios (preferably Sicilian or Turkish) 5 1/2 cups water, divided 1/4 cup mirin (Japanese sweet rice wine) 1/4 cup instant dashi powder (also called hon dashi) 8 radishes 1 tablespoon sugar 1 tablespoon kosher salt 1 1/2 lb king oyster mushrooms (sometimes called Trumpet Royale) 1 (3 1/2-ounce) package enoki mushrooms 6 to 7 tablespoons canola oil, divided 3/4 to 1 teaspoon kosher salt, divided 1 tablespoon unsalted butter 2 garlic cloves, smashed 3 tablespoons Sherry vinegar Garnish: microgreens or mesclun; flaky sea salt; pistachio oil (optional)","Peel artichokes and cut into 1/4-inch-thick sticks, then transfer to a nonreactive heatproof bowl. Bring remaining artichoke ingredients to a boil in a small nonreactive saucepan, stirring until salt has dissolved, then pour over artichokes. Cool to room temperature, keeping vegetables submerged with a small plate. Transfer with liquid to an airtight container and chill, shaking occasionally, at least 1 day. Cook pistachios in 2 cups boiling water in a small saucepan 2 minutes. Drain and transfer to a bowl of ice water to stop cooking. Drain again and peel off skins. Bring mirin, dashi powder, and 3 cups water to a boil in a small saucepan, stirring until powder has dissolved, then add pistachios and simmer, stirring occasionally, until nuts are very tender, about 1 hour. Drain nuts, discarding dashi, then reserve 1/3 cup nuts for garnish. Puree remaining nuts with remaining 1/2 cup water in a blender into a very smooth but thick paste. Trim radishes, then cut each into 6 wedges. Toss with sugar and kosher salt in a bowl until sugar and salt have dissolved. Trim oyster mushrooms, keeping stems intact, then cut lengthwise into 1/4-inch-thick slices. Trim enoki mushrooms, leaving 3 inches of stem, and reserve for garnish. Heat 1 tablespoon oil in a 12-inch heavy nonstick skillet over medium-high heat until hot. Add enough oyster mushrooms to cover skillet in 1 layer, then sprinkle with 1/8 teaspoon kosher salt and 1/8 teaspoon pepper and saute, turning once, until golden on edges, 2 to 4 minutes. Transfer to a bowl. Saute remaining oyster mushrooms in 5 or 6 more batches, using 1 tablespoon oil, 1/8 teaspoon kosher salt, and 1/8 teaspoon pepper per batch. When all oyster mushrooms are sauteed, return to skillet, then add butter and garlic and heat, swirling skillet, until butter is melted. Add vinegar and boil, stirring, until evaporated. Remove from heat and discard garlic. Divide pistachio puree among plates, then top with oyster mushrooms. Remove artichokes from container with a slotted spoon and arrange, along with radishes, around oyster mushrooms. Sprinkle with enoki mushrooms, greens, reserved pistachios, and sea salt."
Spanish Rice,"1 lb. hamburger 6 Tbsp. rice, uncooked 1 c. boiling water 2 Tbsp. butter 2 c. tomatoes 3 Tbsp. onion, chopped 2 Tbsp. pepper, chopped salt and pepper to taste","Put uncooked rice in casserole, pour boiling water over rice; add butter, tomatoes, hamburger, onion, peppers, salt and pepper. Bake at 350° for 1 to 1 1/2 hours."
Coconut Rum Strawberry Daiquiris,"1 quart Slightly Thawed Frozen Strawberries 6 ounces, fluid Limeade Concentrate 6 ounces, fluid Coconut Rum",Add ingredients to a blender and blend. Add ice if you need to thicken it or limeade if you need to thin it down. Drink and enjoy.
Roasted Chicken Thighs With Fennel & Lemon,"1 pound boneless skinless chicken thighs 2 small fennel bulbs, between 1 and 1 1/4 pounds total 4 large garlic cloves, minced 2 tablespoons olive oil 2 tablespoons white wine 1 Meyer lemon 1 1/2 teaspoon kosher salt Freshly ground black pepper","Heat the oven to 425°F. Place the chicken thighs in a large bowl. Trim the stalks and fronds off the fennel bulbs, and cut each bulb in quarters. Then slice each quarter into 1-inch-thick slices. Add to the bowl with the chicken. Mince about 1 tablespoon of fennel fronds and also add to the bowl. Add the minced garlic, olive oil, and white wine to the bowl. Zest and juice the lemon, and add both to the bowl. Toss all the ingredients together, and add the salt and a generous amount of black pepper. Spread the chicken and fennel on a large baking sheet, arranging the fennel around the outside and placing the chicken pieces closely together in the center. Pour any remaining juices in the bowl over the chicken. Roast for 30 minutes, or until the chicken reaches an internal temperature of about 160°F, and the fennel is tender and beginning to brown around the edges. Take the pan out of the oven, and cover with foil. Let it rest for about 5 to 10 minutes before serving. Serve with rice or bread."
Cookie Salad,"1 pkg. instant vanilla pudding (dry) 1 c. buttermilk 1 c. fruit cocktail, drained 1 (8 oz.) Cool Whip 1/2 pkg. Keebler fudge striped cookies, broken",Mix first 3 ingredients thoroughly. Fold in Cool Whip. Chill 4 hours. Add cookies right before serving.
Stuffed Pork Loin,2 1/2 lb pork loin 1 medium italian saussage 1 medium colombian saussage 1 packages raw bacon 1/4 piece chopped onion 1/4 piece green pepper diced 1 pinch oregano 1 pinch ground cumin 1 pinch ground black pepper 3 clove garlic or garlic powder 1 salt,"Preheat oven to 400F.Fillet the pork loin to form a long strip of meat for stuffing,about 4 to 5 inches wide and about a foot long.Season with salt and pepper. Remove casing from sausages and mix together,add onion,pepper,garlic,oregano and cumin.Spread sausage mix on top of loin evenly,,Roll carefully by hand. Next separate bacon individually and wrap each slice around pork loin. Repeat until fully covered. Place in oven for 1hour or until bacon is golden brown,Remove from oven and cut into 1inch medallions."
Mexican Casserole,"2 lb. ground beef 1 bell pepper 1 onion, chopped 1 lb. Velveeta 1 can Ro-Tel 3 c. cooked rice salt, pepper and chili powder to taste","Cook beef; drain grease. Add onion, pepper and Ro-Tel. Simmer about 5 minutes. Add salt, pepper and chili pepper to taste. Put in 9 x 13 greased pan. Layer rice, meat and cheese until mixture is gone. Bake at 375° until cheese is bubbly."
Lindberg Pickles,8 medium carrots 4 green peppers 2 medium heads cabbage 6 c. sugar 1 Tbsp. white mustard seed 4 red peppers 6 onions 1/2 c. salt 1 tsp. celery seed 1 qt. vinegar,"Grind carrots, peppers and onion on medium. Grind cabbage with a coarse knife. Add salt; cover with water. Let stand 2 hours. Drain well. Add sugar, celery seed, mustard seed and vinegar. You may have to add more to cover. Do not cook. Put in glass jars. Keeps very well and is very good."
Creamy Polenta,2 cups water 2 cups milk 1 cup heavy cream 1 cup polenta 1 tablespoon chopped lemon zest 1 teaspoon kosher salt,"In a medium pot with high sides combine the water, milk, and heavy cream and bring to a boil over high heat. Reduce the heat to low and slowly pour in the polenta while whisking constantly. Cook the mixture for at least 5 minutes, stirring with a wooden spoon until thickened and cooked. Stir in the lemon zest and kosher salt."
Peppercorn-Coriander Root Flavor Paste,"2 teaspoons black peppercorns 5 to 6 large cloves garlic, coarsely chopped (about 2 tablespoons) 3 tablespoons coarsely chopped coriander roots Pinch of salt 1 teaspoon Thai fish sauce","Place the peppercorns in a mortar with the garlic and pound to a paste. Add the coriander roots and salt and pound to a paste. This will take 5 to 10 minutes; if you have a small blender or other food grinder that can produce a smooth paste, use it instead. Stir in the fish sauce. Store in a well-sealed glass jar; this keeps for 4 days."
Wheat -Free Oatmeal Cookies,"1 cup unsalted butter,softened 1 1/2 cups of best brown sugar 2 tsp. real vanilla 2 large eggs 1 1/4 cups brown rice flour 1 cup of spelt flour 1 1/4 cup of oatmeal flakes 3 tbsp ground brown flax seed 1tsp baking soda 1/2 tsp salt 1/2 tsp baking powder 1 cup semi sweet chocolat chips 1/2 cup of golden raisons 1/2 cup of dried cranberries","Move rack to middle of oven Preheat oven to 375 Beat butter,sugar,vanilla and eggs untill nice and fluffy. Mix in brown rice flour and spelt flour,baking soda,baking powder and salt by hand, Add Oatmeal,ground flax and coconut flakes mix untill well blended. Stir in chocolate chips and raisons and dried cranberries. Drop onto cookie sheet by the heaping teaspoonful making sure they are 2 inches apart.Dont press down, kinda pinch them up so they are like a tall cube. Bake for 8 to 10 minutes, we bake for 8 min. as we like them chewy. Or untill lightly browned. Makes about 80 cookies and everybody loves from 3 years old to 76. Enjoy"
Tortellini Salad With Tomatoes And Peas,"3 (12 ounce) packages refrigerated cheese tortellini 1/2 (10 ounce) package frozen peas 3 tomatoes, chopped 1 cup coarsely grated Parmesan cheese 1 bunch fresh chives, chopped 1/4 cup chopped fresh parsley Dressing: 6 tablespoons olive oil 2 lemons, juiced 1 tablespoon white sugar 3/4 teaspoon salt 1/8 teaspoon freshly ground black pepper","Bring a large pot of lightly salted water to a boil. Cook tortellini in boiling water until al dente, 8 to 10 minutes. Drain and set aside to cool. Bring a pot of water to a boil and cook peas for 2 minutes. Drain and set aside to cool. Combine cooled tortellini, cooled peas, tomatoes, Parmesan cheese, chives, and parsley in a bowl. Combine olive oil, lemon juice, sugar, salt, and pepper in a little bowl; the dressing is supposed to taste sour. Pour over tortellini salad and mix well. Refrigerate at least 2 hours. Taste before serving and season with salt and pepper, if necessary."
Brussels Sprouts With Bacon And Onions,"4 slices Thick-cut Bacon, Cut Crosswise Into 1/4-inch Wide Pieces 1 Large Onion, Minced 1 pound Fresh Brussels Sprouts, Trimmed And Cut In Half Lengthwise 1 Tablespoon Rice Vinegar Salt And Pepper, to taste","In a large saute pan over medium heat, cook bacon until crisp. Remove bacon from pan, but reserve bacon drippings. Still over medium heat, saute onions in bacon drippings until soft and translucent. Add Brussels sprouts and toss frequently until they start to caramelize a bit and become crisp-tender. Add rice vinegar to deglaze pan and stir in reserved bacon. Season with salt and pepper."
Creamy Balsamic Steak With Onions And Mushrooms,"1 tablespoon dressing Hellmann's(R) or Best Foods(R) Creamy Balsamic Mayonnaise, divided 1 pound boneless sirloin steak 1 package cremini mushrooms _, 10_oz., sliced 1 onion large, sliced 1 clove garlic finely chopped 1/3 cup milk 1/2 teaspoon fresh thyme leaves","Heat 1 tablespoon Hellmann's(R) or Best Foods(R) Creamy Balsamic Mayonnaise Dressing in large nonstick skillet over medium-high heat. Brown steak on both sides and cook until desired doneness. Remove steak; set aside. Reduce heat to medium, add mushrooms, onion and garlic to skillet. Cook, stirring frequently, until mushrooms are lightly golden and onions are tender, about 15 minutes. Stir in milk, thyme and remaining 1 cup Hellmann's(R) or Best Foods(R) Creamy Balsamic Mayonnaise Dressing; heat through. Serve over steak."
German-Style Meatballs,"2 slices bread 1/2 cup minced onion 1 tablespoon butter or margarine 1 1/2 pounds ground chuck 1/2 pound ground pork 2 eggs, beaten 1 teaspoon salt 1/8 teaspoon nutmeg 3 tablespoons chopped fresh parsley 1/2 teaspoon grated lemon rind 1 teaspoon lemon juice 1 teaspoon Worcestershire sauce 5 cups beef broth 1/2 cup flour 1 cup water Hot cooked noodles","Tear bread into small pieces, and place in a small shallow bowl. Add water to cover, and let soak about 5 minutes. Squeeze water from bread; discard water. Set bread aside. Saute onion in butter until tender. Combine sauteed onion, bread, meat, eggs, salt, nutmeg, parsley, lemon rind, lemon juice, and Worcestershire sauce in a large bowl. Mix well; shape into 2-inch meatballs. Bring beef broth to a boil in a large Dutch oven; add meatballs. Reduce heat; cover and simmer 15 minutes. Remove meatballs; set aside. Reserve pan liquid. Combine flour and water, mixing well. Stir flour mixture into reserved pan liquid. Cook over medium-high heat, stirring constantly, until thickened and bubbly. Return meatballs to Dutch oven; cook over low heat until meatballs are thoroughly heated. Serve meatballs and gravy over hot cooked noodles."
Vanilla Rice Pudding,"1/2 cup short-grain rice 2 cups fat-free milk 2 tbsp. natural sugar sweetener, such as agave 1 vanilla pod, split","Place the rice in a saucepan with the milk, sweetener, and vanilla pod. Bring to a boil; reduce the heat, and simmer gently for about 30 minutes, stirring frequently until the rice is creamy and tender. Remove from the heat, and serve warm or cold. Smart tip: Use leftovers to make an easy mango brulee for non-fast days (199 cals). Pop 1/4 cup sliced mango in a ramekin, top with rice pudding, sprinkle with 1 tsp sugar, and broil until brown."
